payment_id,booking_id,customer_id,payment_attempt_time,payment_method,payment_status,payment_error_code,amount,currency,device,country,route_or_destination
PAY000000701,BKG000000701,1088887,2014-06-22 10:05:27,credit_card,success,NONE,205.61,USD,desktop,66,8231
PAY000000702,BKG000000702,552458,2014-11-23 00:14:55,apple_pay,success,NONE,241.43,EUR,desktop,10,41773
PAY000000703,BKG000000703,1148982,2014-04-07 08:54:09,debit_card,success,NONE,455.94,USD,desktop,66,12000
PAY000000704,BKG000000704,828458,2013-04-04 12:33:50,credit_card,failed,PAYMENT_PROVIDER_ERROR,232.54,USD,desktop,0,20736
PAY000000705,BKG000000705,313984,2014-11-09 10:35:49,debit_card,success,NONE,105.86,USD,desktop,66,12812
PAY000000706,BKG000000706,432829,2014-02-05 05:26:05,debit_card,success,NONE,326.4,USD,desktop,93,23718
PAY000000707,BKG000000707,972304,2013-04-22 21:31:03,paypal,success,NONE,773.0,USD,mobile,205,8250
PAY000000708,BKG000000708,537008,2014-03-20 16:14:17,credit_card,success,NONE,474.51,USD,desktop,30,12839
PAY000000709,BKG000000709,717157,2014-10-15 14:18:46,bank_transfer,success,NONE,1458.22,USD,desktop,66,11938
PAY000000710,BKG000000710,717157,2014-10-15 15:32:46,paypal,success,NONE,1733.16,USD,desktop,66,11938
PAY000000711,BKG000000711,488761,2014-04-08 12:13:01,credit_card,success,NONE,95.19,USD,desktop,66,26235
PAY000000712,BKG000000712,592897,2014-08-05 19:36:36,credit_card,success,NONE,533.71,USD,desktop,66,7158
PAY000000713,BKG000000713,1130207,2013-03-01 14:40:50,bank_transfer,success,NONE,210.25,USD,desktop,66,25057
PAY000000714,BKG000000714,860917,2014-07-03 16:18:11,debit_card,success,NONE,180.27,USD,desktop,66,8214
PAY000000715,BKG000000715,104331,2014-10-22 08:12:44,credit_card,success,NONE,443.59,USD,desktop,194,6573
PAY000000716,BKG000000716,213302,2013-07-11 18:23:26,bank_transfer,success,NONE,204.1,USD,desktop,46,8800
PAY000000717,BKG000000717,132988,2013-12-04 17:09:01,credit_card,failed,CARD_DECLINED,1468.22,USD,desktop,205,44220
PAY000000718,BKG000000718,108081,2014-04-28 12:46:47,debit_card,success,NONE,264.0,USD,desktop,66,45093
PAY000000719,BKG000000719,1182373,2013-09-12 10:00:54,credit_card,success,NONE,259.63,EUR,desktop,115,8822
PAY000000720,BKG000000720,913556,2013-09-09 11:07:52,debit_card,success,NONE,251.5,USD,desktop,66,25703
PAY000000721,BKG000000721,750411,2014-10-18 20:46:16,debit_card,success,NONE,986.14,USD,desktop,205,21059
PAY000000722,BKG000000722,631572,2014-04-23 12:33:48,google_pay,success,NONE,406.23,USD,desktop,205,8857
PAY000000723,BKG000000723,285349,2014-10-26 15:28:42,paypal,success,NONE,454.54,USD,mobile,66,8250
PAY000000724,BKG000000724,1012817,2014-03-09 09:26:58,google_pay,success,NONE,1458.11,USD,mobile,179,8791
PAY000000725,BKG000000725,1001896,2014-12-14 20:02:53,credit_card,success,NONE,82.0,GBP,desktop,195,19417
PAY000000726,BKG000000726,545551,2014-08-15 11:22:57,google_pay,success,NONE,267.92,USD,desktop,66,8846
PAY000000727,BKG000000727,722935,2014-05-26 17:04:39,google_pay,success,NONE,749.38,USD,desktop,1,11643
PAY000000728,BKG000000728,1182606,2014-12-01 17:55:41,credit_card,failed,PAYMENT_PROVIDER_ERROR,138.47,USD,mobile,66,13094
PAY000000729,BKG000000729,805875,2014-03-09 19:10:53,credit_card,success,NONE,774.05,USD,desktop,66,11208
PAY000000730,BKG000000730,986909,2013-03-05 08:29:30,credit_card,success,NONE,227.86,USD,desktop,66,12189
PAY000000731,BKG000000731,72431,2014-11-13 21:04:42,credit_card,success,NONE,369.73,USD,desktop,66,11917
PAY000000732,BKG000000732,520209,2013-07-16 14:21:38,credit_card,success,NONE,216.64,USD,desktop,66,4513
PAY000000733,BKG000000733,736972,2013-05-16 11:38:32,credit_card,success,NONE,106.75,USD,desktop,93,12603
PAY000000734,BKG000000734,119253,2013-09-28 13:09:30,paypal,success,NONE,416.59,USD,desktop,66,8277
PAY000000735,BKG000000735,547639,2014-06-06 00:39:03,google_pay,success,NONE,222.28,USD,desktop,66,8271
PAY000000736,BKG000000736,547639,2014-06-05 22:08:03,debit_card,success,NONE,228.68,USD,desktop,66,8271
PAY000000737,BKG000000737,838307,2013-08-28 15:09:52,debit_card,success,NONE,356.95,USD,desktop,191,8290
PAY000000738,BKG000000738,1089145,2014-10-06 10:28:29,credit_card,success,NONE,243.64,USD,desktop,66,26370
PAY000000739,BKG000000739,790909,2014-08-07 15:18:48,apple_pay,success,NONE,500.47,EUR,desktop,3,51776
PAY000000740,BKG000000740,675685,2014-09-24 13:19:27,google_pay,success,NONE,342.9,USD,mobile,205,6209
PAY000000741,BKG000000741,294617,2014-08-02 21:11:52,apple_pay,success,NONE,204.58,USD,desktop,69,226
PAY000000742,BKG000000742,1179746,2014-02-24 00:55:56,credit_card,success,NONE,379.3,EUR,desktop,3,8213
PAY000000743,BKG000000743,516796,2014-06-11 13:53:44,apple_pay,success,NONE,572.61,USD,desktop,66,24471
PAY000000744,BKG000000744,643330,2014-12-17 12:07:25,credit_card,success,NONE,565.55,GBP,desktop,77,8220
PAY000000745,BKG000000745,429867,2013-08-01 15:36:25,paypal,failed,CARD_DECLINED,162.76,USD,desktop,66,438
PAY000000746,BKG000000746,1115378,2014-11-20 21:42:21,credit_card,success,NONE,507.97,USD,desktop,66,8216
PAY000000747,BKG000000747,1173749,2013-03-28 00:46:56,apple_pay,success,NONE,2073.44,EUR,desktop,3,8747
PAY000000748,BKG000000748,627793,2014-01-22 14:26:39,apple_pay,success,NONE,263.33,EUR,desktop,23,1398
PAY000000749,BKG000000749,59167,2013-03-30 20:13:45,debit_card,success,NONE,862.12,USD,desktop,69,33651
PAY000000750,BKG000000750,527148,2014-08-01 03:08:57,paypal,success,NONE,119.97,USD,mobile,69,23507
PAY000000751,BKG000000751,411894,2014-08-28 21:30:46,google_pay,success,NONE,170.87,USD,mobile,66,21082
PAY000000752,BKG000000752,1085230,2014-11-06 18:13:10,debit_card,success,NONE,438.73,USD,desktop,66,8278
PAY000000753,BKG000000753,1056025,2014-03-17 17:26:39,google_pay,success,NONE,565.5,USD,desktop,1,8263
PAY000000754,BKG000000754,815153,2014-07-31 18:53:29,google_pay,success,NONE,958.91,USD,desktop,66,8267
PAY000000755,BKG000000755,466860,2014-04-28 18:04:38,google_pay,failed,INSUFFICIENT_FUNDS,249.97,USD,desktop,69,12209
PAY000000756,BKG000000756,868959,2013-03-22 22:12:57,debit_card,success,NONE,2043.55,USD,mobile,152,13436
PAY000000757,BKG000000757,639328,2014-08-29 14:51:48,apple_pay,success,NONE,83.55,USD,desktop,205,23565
PAY000000758,BKG000000758,1050307,2014-06-28 18:26:56,google_pay,success,NONE,357.54,USD,desktop,66,12602
PAY000000759,BKG000000759,1187284,2013-12-12 00:47:58,credit_card,success,NONE,527.27,EUR,desktop,231,8818
PAY000000760,BKG000000760,206175,2013-03-20 14:33:10,paypal,success,NONE,173.79,USD,desktop,66,27565
PAY000000761,BKG000000761,1064352,2013-07-30 13:19:42,credit_card,success,NONE,574.91,USD,desktop,205,8281
PAY000000762,BKG000000762,264825,2014-02-04 19:42:45,credit_card,success,NONE,122.59,USD,desktop,215,6249
PAY000000763,BKG000000763,484905,2014-03-31 19:18:25,google_pay,success,NONE,230.65,USD,desktop,66,27013
PAY000000764,BKG000000764,82363,2014-07-15 18:28:35,debit_card,success,NONE,238.13,GBP,desktop,77,12181
PAY000000765,BKG000000765,893597,2014-07-24 01:08:15,debit_card,success,NONE,529.24,USD,desktop,66,26987
PAY000000766,BKG000000766,68443,2014-08-21 16:46:55,credit_card,success,NONE,1008.42,USD,desktop,205,8253
PAY000000767,BKG000000767,588984,2014-10-04 15:35:52,paypal,success,NONE,425.52,USD,desktop,66,7635
PAY000000768,BKG000000768,301767,2013-12-31 11:19:44,credit_card,success,NONE,738.49,USD,desktop,66,8250
PAY000000769,BKG000000769,245378,2013-05-23 09:36:58,credit_card,success,NONE,322.42,USD,desktop,66,8262
PAY000000770,BKG000000770,180008,2013-01-10 11:02:00,google_pay,success,NONE,331.28,USD,desktop,66,8235
PAY000000771,BKG000000771,708538,2014-11-20 19:18:05,credit_card,success,NONE,559.68,USD,mobile,66,9927
PAY000000772,BKG000000772,544107,2014-01-11 09:08:46,paypal,success,NONE,122.72,USD,desktop,46,21428
PAY000000773,BKG000000773,594704,2014-11-08 12:45:38,bank_transfer,success,NONE,125.5,USD,mobile,66,12264
PAY000000774,BKG000000774,1018737,2014-04-29 13:10:53,paypal,success,NONE,193.68,USD,desktop,205,12270
PAY000000775,BKG000000775,355760,2014-12-07 16:54:55,debit_card,success,NONE,279.82,USD,desktop,66,22955
PAY000000776,BKG000000776,995947,2014-09-02 15:05:43,apple_pay,success,NONE,234.62,USD,mobile,66,5208
PAY000000777,BKG000000777,605630,2014-03-13 17:42:29,debit_card,success,NONE,1023.21,USD,desktop,66,8273
PAY000000778,BKG000000778,533415,2014-01-17 17:24:50,bank_transfer,success,NONE,217.78,USD,desktop,205,11940
PAY000000779,BKG000000779,825762,2014-02-15 20:51:38,debit_card,success,NONE,507.37,USD,mobile,66,8279
PAY000000780,BKG000000780,1100727,2014-02-14 08:05:04,paypal,success,NONE,274.0,USD,desktop,156,22943
PAY000000781,BKG000000781,266203,2014-12-09 18:45:14,paypal,success,NONE,924.67,USD,mobile,66,54563
PAY000000782,BKG000000782,457732,2014-05-23 22:48:12,credit_card,success,NONE,120.72,USD,desktop,66,62321
PAY000000783,BKG000000783,1060789,2014-05-12 17:50:37,credit_card,success,NONE,522.53,USD,desktop,205,8252
PAY000000784,BKG000000784,1154287,2013-07-19 01:48:36,apple_pay,success,NONE,166.0,EUR,desktop,3,8818
PAY000000785,BKG000000785,251803,2014-08-02 11:49:47,credit_card,success,NONE,144.83,USD,desktop,3,12682
PAY000000786,BKG000000786,530680,2014-07-15 00:53:55,paypal,success,NONE,480.19,USD,desktop,205,5792
PAY000000787,BKG000000787,1132890,2014-10-27 20:03:07,debit_card,success,NONE,90.0,USD,desktop,66,14881
PAY000000788,BKG000000788,223238,2013-04-02 22:08:21,credit_card,success,NONE,315.08,EUR,desktop,3,8282
PAY000000789,BKG000000789,248783,2013-11-19 01:01:08,paypal,success,NONE,231.6,EUR,desktop,3,8279
PAY000000790,BKG000000790,656806,2014-05-27 18:38:04,google_pay,success,NONE,1788.76,USD,desktop,66,1016
PAY000000791,BKG000000791,304538,2013-04-03 08:52:25,credit_card,success,NONE,661.82,USD,desktop,66,17918
PAY000000792,BKG000000792,847921,2013-01-09 14:39:42,debit_card,success,NONE,523.22,USD,desktop,66,25587
PAY000000793,BKG000000793,30155,2013-12-12 03:19:26,credit_card,success,NONE,488.85,USD,desktop,66,8267
PAY000000794,BKG000000794,415320,2013-06-14 09:47:12,credit_card,failed,3DS_FAILED,501.91,USD,desktop,66,8834
PAY000000795,BKG000000795,604327,2013-07-09 15:05:54,debit_card,success,NONE,249.12,USD,desktop,66,14875
PAY000000796,BKG000000796,622497,2014-12-16 21:58:25,paypal,success,NONE,1552.44,GBP,desktop,195,24919
PAY000000797,BKG000000797,839772,2014-03-09 02:38:42,paypal,success,NONE,751.78,USD,desktop,80,24605
PAY000000798,BKG000000798,250817,2014-11-17 00:09:54,bank_transfer,success,NONE,1803.66,USD,desktop,209,12225
PAY000000799,BKG000000799,381479,2014-04-05 14:35:58,credit_card,success,NONE,245.68,USD,desktop,66,8276
PAY000000800,BKG000000800,858962,2014-11-13 10:20:19,debit_card,success,NONE,1179.7,USD,desktop,66,12004
PAY000000801,BKG000000801,340233,2014-10-23 16:07:49,debit_card,failed,3DS_FAILED,160.99,USD,mobile,54,12257
PAY000000802,BKG000000802,183194,2014-09-17 01:31:21,apple_pay,success,NONE,563.27,USD,desktop,66,22428
PAY000000803,BKG000000803,723925,2013-10-11 18:06:40,credit_card,success,NONE,801.15,USD,desktop,69,8224
PAY000000804,BKG000000804,1069344,2014-04-16 20:18:03,credit_card,success,NONE,210.98,EUR,desktop,23,4266
PAY000000805,BKG000000805,1069344,2014-04-16 19:19:03,credit_card,success,NONE,238.56,EUR,desktop,23,4266
PAY000000806,BKG000000806,535401,2014-08-04 21:12:56,google_pay,success,NONE,264.84,USD,desktop,66,8219
PAY000000807,BKG000000807,486379,2014-09-05 14:29:49,google_pay,success,NONE,310.65,USD,desktop,69,21527
PAY000000808,BKG000000808,1008458,2014-08-12 16:41:43,debit_card,success,NONE,156.11,USD,desktop,205,1901
PAY000000809,BKG000000809,163041,2014-05-27 09:46:52,credit_card,success,NONE,135.57,USD,desktop,215,12682
PAY000000810,BKG000000810,791770,2013-02-04 19:44:20,apple_pay,success,NONE,231.51,USD,desktop,66,12603
PAY000000811,BKG000000811,295289,2014-05-23 13:20:27,debit_card,success,NONE,231.95,USD,mobile,66,23590
PAY000000812,BKG000000812,564498,2014-01-26 21:55:32,credit_card,success,NONE,435.14,GBP,desktop,195,15271
PAY000000813,BKG000000813,557216,2014-08-20 19:02:36,google_pay,success,NONE,106.4,USD,mobile,66,8253
PAY000000814,BKG000000814,714896,2014-04-27 08:10:51,credit_card,failed,AUTH_TIMEOUT,277.5,USD,desktop,66,8834
PAY000000815,BKG000000815,105324,2013-03-19 09:23:46,debit_card,success,NONE,368.2,USD,desktop,66,44509
PAY000000816,BKG000000816,877963,2013-12-22 11:58:18,paypal,success,NONE,136.74,USD,desktop,66,34302
PAY000000817,BKG000000817,666572,2013-08-24 16:21:08,debit_card,success,NONE,195.88,USD,mobile,66,12576
PAY000000818,BKG000000818,1144685,2014-03-28 09:29:39,credit_card,success,NONE,211.98,USD,mobile,119,8259
PAY000000819,BKG000000819,868488,2014-09-02 16:28:35,google_pay,failed,AUTH_TIMEOUT,493.31,USD,desktop,205,8745
PAY000000820,BKG000000820,384802,2014-10-06 16:36:01,google_pay,success,NONE,434.18,USD,desktop,66,8250
PAY000000821,BKG000000821,91657,2014-11-24 21:13:50,credit_card,success,NONE,220.34,USD,mobile,215,1114
PAY000000822,BKG000000822,76022,2014-03-27 02:22:21,apple_pay,success,NONE,700.59,USD,desktop,66,18774
PAY000000823,BKG000000823,170166,2014-06-16 14:17:33,credit_card,success,NONE,283.78,USD,desktop,66,3322
PAY000000824,BKG000000824,1009558,2014-11-07 13:47:44,debit_card,success,NONE,126.13,USD,mobile,66,11647
PAY000000825,BKG000000825,1132332,2013-05-09 10:42:50,google_pay,success,NONE,221.2,USD,desktop,80,26400
PAY000000826,BKG000000826,786355,2013-07-14 10:24:15,paypal,success,NONE,789.47,USD,mobile,1,8788
PAY000000827,BKG000000827,680494,2013-08-16 18:37:28,paypal,success,NONE,1068.13,USD,desktop,66,25376
PAY000000828,BKG000000828,2956,2013-06-08 21:39:01,credit_card,success,NONE,196.83,USD,desktop,66,12257
PAY000000829,BKG000000829,737315,2014-04-23 12:11:16,paypal,success,NONE,173.01,USD,desktop,205,14875
PAY000000830,BKG000000830,750048,2014-04-01 13:44:00,credit_card,success,NONE,988.4,USD,desktop,93,28610
PAY000000831,BKG000000831,1170018,2014-04-30 13:21:23,bank_transfer,success,NONE,611.09,EUR,desktop,3,23284
PAY000000832,BKG000000832,695697,2014-09-22 03:56:58,paypal,success,NONE,124.3,USD,desktop,24,40262
PAY000000833,BKG000000833,536032,2014-02-21 07:00:05,credit_card,success,NONE,385.83,EUR,desktop,3,32496
PAY000000834,BKG000000834,762396,2014-08-24 21:07:04,google_pay,failed,INSUFFICIENT_FUNDS,146.52,USD,desktop,66,11358
PAY000000835,BKG000000835,270935,2013-01-09 23:02:33,credit_card,success,NONE,235.96,USD,desktop,66,8809
PAY000000836,BKG000000836,463177,2013-08-31 12:07:30,bank_transfer,success,NONE,227.7,EUR,desktop,3,20327
PAY000000837,BKG000000837,222712,2014-12-11 00:24:19,debit_card,success,NONE,264.19,USD,desktop,66,41549
PAY000000838,BKG000000838,508038,2014-06-22 22:17:37,google_pay,success,NONE,834.46,USD,mobile,66,24695
PAY000000839,BKG000000839,209770,2013-10-25 06:10:25,debit_card,success,NONE,275.21,USD,desktop,133,55208
PAY000000840,BKG000000840,132138,2014-10-30 17:50:49,credit_card,success,NONE,146.8,USD,desktop,66,12149
PAY000000841,BKG000000841,37527,2013-09-02 18:47:49,google_pay,success,NONE,1078.88,USD,mobile,66,28057
PAY000000842,BKG000000842,1162982,2014-11-11 20:32:39,credit_card,success,NONE,265.37,USD,desktop,1,23927
PAY000000843,BKG000000843,1173676,2014-05-29 20:25:47,credit_card,success,NONE,140.54,USD,desktop,66,26987
PAY000000844,BKG000000844,875086,2014-12-19 19:31:57,paypal,success,NONE,254.67,USD,desktop,66,23493
PAY000000845,BKG000000845,528686,2014-10-28 11:51:27,credit_card,success,NONE,110.92,USD,desktop,205,11922
PAY000000846,BKG000000846,178120,2014-03-20 17:31:04,debit_card,success,NONE,418.18,USD,desktop,66,12756
PAY000000847,BKG000000847,1167390,2014-12-13 15:32:17,credit_card,success,NONE,158.3,USD,desktop,46,8224
PAY000000848,BKG000000848,1025109,2014-07-18 19:20:18,credit_card,success,NONE,448.81,USD,desktop,66,13094
PAY000000849,BKG000000849,157201,2013-01-23 21:34:57,apple_pay,success,NONE,209.12,USD,desktop,66,12291
PAY000000850,BKG000000850,47043,2014-12-31 05:37:10,paypal,success,NONE,507.61,USD,mobile,66,11854
PAY000000851,BKG000000851,1159948,2013-11-01 02:27:38,credit_card,success,NONE,152.51,EUR,desktop,3,8246
PAY000000852,BKG000000852,1159948,2013-11-01 01:46:38,bank_transfer,success,NONE,190.61,EUR,desktop,3,8246
PAY000000853,BKG000000853,1013009,2014-10-18 21:23:23,google_pay,success,NONE,163.89,USD,desktop,68,21958
PAY000000854,BKG000000854,952450,2014-01-18 18:57:04,google_pay,success,NONE,295.75,USD,desktop,221,19
PAY000000855,BKG000000855,303838,2014-02-10 13:43:58,debit_card,success,NONE,977.38,USD,desktop,66,5405
PAY000000856,BKG000000856,973355,2013-12-23 15:41:47,credit_card,success,NONE,409.43,USD,desktop,66,8788
PAY000000857,BKG000000857,50661,2013-06-04 13:29:40,paypal,success,NONE,286.93,USD,desktop,66,52980
PAY000000858,BKG000000858,12509,2014-12-18 18:35:46,credit_card,success,NONE,224.63,USD,desktop,66,14846
PAY000000859,BKG000000859,876242,2014-07-04 17:13:17,paypal,success,NONE,570.67,EUR,desktop,23,8744
PAY000000860,BKG000000860,321120,2013-07-24 16:43:53,paypal,success,NONE,116.39,USD,desktop,66,12132
PAY000000861,BKG000000861,321120,2013-07-24 17:10:53,apple_pay,success,NONE,93.45,USD,desktop,66,12132
PAY000000862,BKG000000862,321120,2013-07-24 16:13:53,debit_card,success,NONE,107.42,USD,desktop,66,12132
PAY000000863,BKG000000863,648066,2014-11-09 16:27:57,debit_card,success,NONE,206.31,USD,mobile,66,12757
PAY000000864,BKG000000864,207265,2013-03-26 01:21:22,debit_card,success,NONE,98.54,USD,desktop,69,8253
PAY000000865,BKG000000865,582953,2014-07-29 18:34:50,bank_transfer,success,NONE,261.04,USD,desktop,66,11907
PAY000000866,BKG000000866,466614,2014-03-08 13:38:43,credit_card,success,NONE,200.99,USD,mobile,66,8250
PAY000000867,BKG000000867,136774,2014-07-14 22:26:26,debit_card,success,NONE,505.66,USD,desktop,69,8785
PAY000000868,BKG000000868,76920,2013-01-27 09:34:07,credit_card,success,NONE,255.05,USD,desktop,205,23507
PAY000000869,BKG000000869,1084127,2013-11-18 06:24:36,credit_card,success,NONE,355.65,USD,desktop,95,25643
PAY000000870,BKG000000870,1065708,2014-03-03 19:07:30,google_pay,success,NONE,796.95,GBP,desktop,77,20414
PAY000000871,BKG000000871,474107,2014-03-03 17:34:19,paypal,success,NONE,190.0,USD,desktop,46,8739
PAY000000872,BKG000000872,1154225,2013-01-08 00:49:42,google_pay,success,NONE,420.66,EUR,desktop,3,669
PAY000000873,BKG000000873,1154225,2013-01-08 00:17:42,credit_card,success,NONE,456.07,EUR,desktop,3,669
PAY000000874,BKG000000874,1154225,2013-01-07 22:41:42,google_pay,failed,PAYMENT_PROVIDER_ERROR,430.51,EUR,desktop,3,669
PAY000000875,BKG000000875,751208,2013-11-21 11:21:36,credit_card,success,NONE,594.53,USD,desktop,231,8275
PAY000000876,BKG000000876,428186,2014-03-18 08:28:37,credit_card,success,NONE,454.53,USD,desktop,66,52726
PAY000000877,BKG000000877,127058,2014-07-11 23:57:25,debit_card,success,NONE,1583.91,USD,desktop,66,26424
PAY000000878,BKG000000878,860299,2014-12-10 18:56:33,credit_card,success,NONE,227.2,USD,desktop,46,8800
PAY000000879,BKG000000879,875640,2014-01-12 12:13:28,debit_card,success,NONE,98.28,USD,desktop,205,8798
PAY000000880,BKG000000880,1091361,2014-10-14 10:12:04,credit_card,success,NONE,980.24,USD,desktop,66,12177
PAY000000881,BKG000000881,691867,2013-04-21 16:59:48,paypal,success,NONE,399.9,USD,desktop,205,11752
PAY000000882,BKG000000882,456118,2014-07-01 11:53:46,credit_card,success,NONE,485.17,USD,desktop,205,8788
PAY000000883,BKG000000883,1036266,2014-12-27 08:35:53,credit_card,success,NONE,334.65,USD,mobile,66,51923
PAY000000884,BKG000000884,792408,2013-07-02 17:55:20,credit_card,success,NONE,205.21,USD,desktop,230,12535
PAY000000885,BKG000000885,339644,2014-05-09 16:05:18,credit_card,success,NONE,128.62,USD,desktop,66,29411
PAY000000886,BKG000000886,310170,2013-03-29 23:52:57,paypal,success,NONE,531.27,USD,desktop,66,24822
PAY000000887,BKG000000887,948851,2014-08-10 17:17:58,credit_card,success,NONE,249.13,USD,desktop,66,11907
PAY000000888,BKG000000888,1075940,2013-06-10 14:29:01,debit_card,success,NONE,211.55,USD,desktop,205,11973
PAY000000889,BKG000000889,556420,2013-03-04 22:04:54,credit_card,failed,PAYMENT_PROVIDER_ERROR,266.35,USD,desktop,0,8227
PAY000000890,BKG000000890,41687,2014-03-30 19:01:02,debit_card,success,NONE,777.66,USD,desktop,66,8250
PAY000000891,BKG000000891,964871,2014-07-21 11:29:43,debit_card,success,NONE,423.86,USD,desktop,66,11816
PAY000000892,BKG000000892,891385,2014-07-18 11:33:10,apple_pay,success,NONE,109.97,USD,desktop,66,12603
PAY000000893,BKG000000893,233911,2014-02-28 18:27:48,paypal,success,NONE,263.3,USD,desktop,68,12279
PAY000000894,BKG000000894,414276,2014-04-02 21:38:39,debit_card,failed,AUTH_TIMEOUT,272.88,USD,mobile,205,12257
PAY000000895,BKG000000895,326822,2013-07-20 05:39:35,apple_pay,success,NONE,257.29,USD,desktop,202,11353
PAY000000896,BKG000000896,29479,2014-05-15 13:55:16,debit_card,success,NONE,554.22,USD,desktop,66,3773
PAY000000897,BKG000000897,1144680,2014-12-22 18:57:51,credit_card,success,NONE,1005.25,USD,desktop,62,8279
PAY000000898,BKG000000898,265938,2014-04-09 23:48:13,credit_card,success,NONE,243.26,USD,desktop,66,24185
PAY000000899,BKG000000899,1083595,2014-12-04 01:08:29,credit_card,success,NONE,131.16,USD,desktop,66,25387
PAY000000900,BKG000000900,1176203,2013-04-02 02:20:44,credit_card,failed,PAYMENT_PROVIDER_ERROR,252.27,EUR,desktop,23,8279
PAY000000901,BKG000000901,912524,2014-03-02 20:13:45,debit_card,success,NONE,187.35,USD,desktop,115,40859
PAY000000902,BKG000000902,835728,2013-10-25 10:18:27,credit_card,success,NONE,154.82,USD,desktop,205,25963
PAY000000903,BKG000000903,30012,2014-03-04 21:57:22,google_pay,failed,INSUFFICIENT_FUNDS,1065.75,USD,desktop,66,8824
PAY000000904,BKG000000904,647664,2014-02-06 16:46:53,debit_card,success,NONE,1026.16,USD,desktop,66,24693
PAY000000905,BKG000000905,239170,2014-11-12 10:23:48,google_pay,success,NONE,599.53,USD,desktop,180,8745
PAY000000906,BKG000000906,950388,2014-08-21 00:27:37,apple_pay,failed,PAYMENT_PROVIDER_ERROR,469.56,EUR,desktop,3,19554
PAY000000907,BKG000000907,707793,2014-08-29 14:59:21,credit_card,failed,INSUFFICIENT_FUNDS,919.19,EUR,desktop,3,23682
PAY000000908,BKG000000908,217788,2014-09-09 12:59:48,apple_pay,success,NONE,277.89,USD,desktop,1,8253
PAY000000909,BKG000000909,204797,2014-01-20 08:35:41,debit_card,success,NONE,131.05,USD,desktop,205,25928
PAY000000910,BKG000000910,1075179,2013-03-17 13:38:55,bank_transfer,success,NONE,2208.36,USD,desktop,66,22391
PAY000000911,BKG000000911,88219,2014-10-31 16:18:12,bank_transfer,success,NONE,320.93,USD,desktop,69,8215
PAY000000912,BKG000000912,949844,2013-07-27 14:11:56,paypal,success,NONE,525.6,USD,desktop,66,11939
PAY000000913,BKG000000913,508446,2014-10-27 11:02:28,credit_card,success,NONE,984.91,USD,desktop,63,1152
PAY000000914,BKG000000914,514037,2013-12-08 18:26:04,debit_card,success,NONE,118.93,USD,desktop,215,12264
PAY000000915,BKG000000915,1006943,2014-05-02 10:09:15,google_pay,success,NONE,468.75,USD,desktop,66,8273
PAY000000916,BKG000000916,899770,2014-07-15 16:44:01,credit_card,success,NONE,615.74,USD,desktop,66,12655
PAY000000917,BKG000000917,1043751,2013-02-09 15:43:01,debit_card,success,NONE,586.5,USD,desktop,69,8242
PAY000000918,BKG000000918,1012983,2013-04-28 23:59:25,paypal,success,NONE,1822.5,USD,desktop,68,11816
PAY000000919,BKG000000919,1143188,2014-12-12 17:46:49,google_pay,failed,INSUFFICIENT_FUNDS,785.03,USD,desktop,66,27016
PAY000000920,BKG000000920,519338,2014-12-18 11:10:32,credit_card,success,NONE,461.07,USD,desktop,66,23253
PAY000000921,BKG000000921,238918,2014-07-28 14:43:41,credit_card,success,NONE,141.94,USD,desktop,55,15015
PAY000000922,BKG000000922,1173325,2013-07-20 10:16:10,paypal,success,NONE,749.17,EUR,desktop,3,44045
PAY000000923,BKG000000923,890320,2014-04-28 18:09:07,credit_card,success,NONE,140.85,USD,desktop,66,12453
PAY000000924,BKG000000924,423821,2013-01-15 20:17:30,apple_pay,success,NONE,167.11,USD,desktop,66,1701
PAY000000925,BKG000000925,145558,2014-07-08 20:20:04,credit_card,success,NONE,1605.42,USD,desktop,168,8250
PAY000000926,BKG000000926,1178106,2014-08-09 10:05:24,debit_card,success,NONE,443.74,USD,desktop,103,12603
PAY000000927,BKG000000927,341225,2014-04-01 12:02:04,paypal,success,NONE,2342.7,USD,desktop,66,8268
PAY000000928,BKG000000928,603667,2014-03-20 08:23:07,credit_card,success,NONE,248.74,USD,desktop,66,43054
PAY000000929,BKG000000929,511879,2014-10-04 19:34:30,credit_card,success,NONE,446.18,USD,mobile,66,656
PAY000000930,BKG000000930,379219,2014-09-30 09:12:38,bank_transfer,success,NONE,389.01,USD,desktop,66,12206
PAY000000931,BKG000000931,620692,2014-08-22 15:29:45,google_pay,success,NONE,367.69,USD,desktop,66,23477
PAY000000932,BKG000000932,601722,2014-04-03 11:06:43,debit_card,success,NONE,101.92,USD,desktop,66,11928
PAY000000933,BKG000000933,126304,2014-06-26 17:53:00,paypal,success,NONE,219.85,USD,desktop,66,26358
PAY000000934,BKG000000934,149419,2014-03-14 09:57:49,bank_transfer,success,NONE,458.28,USD,desktop,66,8260
PAY000000935,BKG000000935,185301,2014-08-31 12:29:07,bank_transfer,success,NONE,294.85,USD,mobile,66,8243
PAY000000936,BKG000000936,341919,2014-11-19 14:25:39,credit_card,success,NONE,218.27,USD,desktop,66,11821
PAY000000937,BKG000000937,364589,2014-01-30 00:31:19,debit_card,success,NONE,299.78,USD,mobile,66,12225
PAY000000938,BKG000000938,271386,2014-08-18 20:57:47,debit_card,success,NONE,132.07,USD,desktop,3,1493
