refund_id,booking_id,payment_id,refund_requested,refund_status,refund_reason,refund_amount,refund_request_time
REF000001653,BKG000001813,PAY000001813,False,not_requested,not_requested,0.0,
REF000001654,BKG000001814,PAY000001814,False,not_requested,not_requested,0.0,
REF000001655,BKG000001815,PAY000001815,True,approved,customer_cancelled,36.44,2014-11-05 18:04:43
REF000001656,BKG000001816,PAY000001816,False,not_requested,not_requested,0.0,
REF000001657,BKG000001817,PAY000001817,False,not_requested,not_requested,0.0,
REF000001658,BKG000001818,PAY000001818,False,not_requested,not_requested,0.0,
REF000001659,BKG000001819,PAY000001819,False,not_requested,not_requested,0.0,
REF000001660,BKG000001821,PAY000001821,False,not_requested,not_requested,0.0,
REF000001661,BKG000001822,PAY000001822,False,not_requested,not_requested,0.0,
REF000001662,BKG000001823,PAY000001823,False,not_requested,not_requested,0.0,
REF000001663,BKG000001824,PAY000001824,False,not_requested,not_requested,0.0,
REF000001664,BKG000001826,PAY000001826,False,not_requested,not_requested,0.0,
REF000001665,BKG000001827,PAY000001827,False,not_requested,not_requested,0.0,
REF000001666,BKG000001828,PAY000001828,False,not_requested,not_requested,0.0,
REF000001667,BKG000001829,PAY000001829,False,not_requested,not_requested,0.0,
REF000001668,BKG000001830,PAY000001830,False,not_requested,not_requested,0.0,
REF000001669,BKG000001831,PAY000001831,True,approved,customer_cancelled,132.39,2013-10-21 13:49:15
REF000001670,BKG000001832,PAY000001832,False,not_requested,not_requested,0.0,
REF000001671,BKG000001833,PAY000001833,False,not_requested,not_requested,0.0,
REF000001672,BKG000001834,PAY000001834,False,not_requested,not_requested,0.0,
REF000001673,BKG000001835,PAY000001835,False,not_requested,not_requested,0.0,
REF000001674,BKG000001836,PAY000001836,False,not_requested,not_requested,0.0,
REF000001675,BKG000001837,PAY000001837,False,not_requested,not_requested,0.0,
REF000001676,BKG000001838,PAY000001838,False,not_requested,not_requested,0.0,
REF000001677,BKG000001839,PAY000001839,False,not_requested,not_requested,0.0,
REF000001678,BKG000001840,PAY000001840,False,not_requested,not_requested,0.0,
REF000001679,BKG000001841,PAY000001841,False,not_requested,not_requested,0.0,
REF000001680,BKG000001842,PAY000001842,False,not_requested,not_requested,0.0,
REF000001681,BKG000001843,PAY000001843,False,not_requested,not_requested,0.0,
REF000001682,BKG000001844,PAY000001844,False,not_requested,not_requested,0.0,
REF000001683,BKG000001845,PAY000001845,False,not_requested,not_requested,0.0,
REF000001684,BKG000001847,PAY000001847,False,not_requested,not_requested,0.0,
REF000001685,BKG000001848,PAY000001848,False,not_requested,not_requested,0.0,
REF000001686,BKG000001849,PAY000001849,False,not_requested,not_requested,0.0,
REF000001687,BKG000001850,PAY000001850,False,not_requested,not_requested,0.0,
REF000001688,BKG000001852,PAY000001852,False,not_requested,not_requested,0.0,
REF000001689,BKG000001853,PAY000001853,False,not_requested,not_requested,0.0,
REF000001690,BKG000001854,PAY000001854,False,not_requested,not_requested,0.0,
REF000001691,BKG000001855,PAY000001855,False,not_requested,not_requested,0.0,
REF000001692,BKG000001856,PAY000001856,False,not_requested,not_requested,0.0,
REF000001693,BKG000001857,PAY000001857,False,not_requested,not_requested,0.0,
REF000001694,BKG000001858,PAY000001858,False,not_requested,not_requested,0.0,
REF000001695,BKG000001859,PAY000001859,False,not_requested,not_requested,0.0,
REF000001696,BKG000001860,PAY000001860,False,not_requested,not_requested,0.0,
REF000001697,BKG000001861,PAY000001861,False,not_requested,not_requested,0.0,
REF000001698,BKG000001863,PAY000001863,False,not_requested,not_requested,0.0,
REF000001699,BKG000001864,PAY000001864,False,not_requested,not_requested,0.0,
REF000001700,BKG000001866,PAY000001866,False,not_requested,not_requested,0.0,
REF000001701,BKG000001867,PAY000001867,False,not_requested,not_requested,0.0,
REF000001702,BKG000001868,PAY000001868,False,not_requested,not_requested,0.0,
REF000001703,BKG000001869,PAY000001869,False,not_requested,not_requested,0.0,
REF000001704,BKG000001870,PAY000001870,False,not_requested,not_requested,0.0,
REF000001705,BKG000001871,PAY000001871,False,not_requested,not_requested,0.0,
REF000001706,BKG000001872,PAY000001872,False,not_requested,not_requested,0.0,
REF000001707,BKG000001873,PAY000001873,False,not_requested,not_requested,0.0,
REF000001708,BKG000001874,PAY000001874,False,not_requested,not_requested,0.0,
REF000001709,BKG000001875,PAY000001875,False,not_requested,not_requested,0.0,
REF000001710,BKG000001876,PAY000001876,False,not_requested,not_requested,0.0,
REF000001711,BKG000001877,PAY000001877,False,not_requested,not_requested,0.0,
REF000001712,BKG000001878,PAY000001878,False,not_requested,not_requested,0.0,
REF000001713,BKG000001879,PAY000001879,False,not_requested,not_requested,0.0,
REF000001714,BKG000001880,PAY000001880,False,not_requested,not_requested,0.0,
REF000001715,BKG000001881,PAY000001881,False,not_requested,not_requested,0.0,
REF000001716,BKG000001882,PAY000001882,False,not_requested,not_requested,0.0,
REF000001717,BKG000001883,PAY000001883,False,not_requested,not_requested,0.0,
REF000001718,BKG000001884,PAY000001884,False,not_requested,not_requested,0.0,
REF000001719,BKG000001886,PAY000001886,False,not_requested,not_requested,0.0,
REF000001720,BKG000001887,PAY000001887,False,not_requested,not_requested,0.0,
REF000001721,BKG000001889,PAY000001889,False,not_requested,not_requested,0.0,
REF000001722,BKG000001890,PAY000001890,False,not_requested,not_requested,0.0,
REF000001723,BKG000001891,PAY000001891,False,not_requested,not_requested,0.0,
REF000001724,BKG000001892,PAY000001892,False,not_requested,not_requested,0.0,
REF000001725,BKG000001893,PAY000001893,False,not_requested,not_requested,0.0,
REF000001726,BKG000001894,PAY000001894,False,not_requested,not_requested,0.0,
REF000001727,BKG000001895,PAY000001895,False,not_requested,not_requested,0.0,
REF000001728,BKG000001896,PAY000001896,False,not_requested,not_requested,0.0,
REF000001729,BKG000001897,PAY000001897,False,not_requested,not_requested,0.0,
REF000001730,BKG000001898,PAY000001898,False,not_requested,not_requested,0.0,
REF000001731,BKG000001899,PAY000001899,False,not_requested,not_requested,0.0,
REF000001732,BKG000001900,PAY000001900,False,not_requested,not_requested,0.0,
REF000001733,BKG000001901,PAY000001901,False,not_requested,not_requested,0.0,
REF000001734,BKG000001902,PAY000001902,False,not_requested,not_requested,0.0,
REF000001735,BKG000001903,PAY000001903,False,not_requested,not_requested,0.0,
REF000001736,BKG000001904,PAY000001904,False,not_requested,not_requested,0.0,
REF000001737,BKG000001906,PAY000001906,False,not_requested,not_requested,0.0,
REF000001738,BKG000001907,PAY000001907,False,not_requested,not_requested,0.0,
REF000001739,BKG000001908,PAY000001908,False,not_requested,not_requested,0.0,
REF000001740,BKG000001909,PAY000001909,False,not_requested,not_requested,0.0,
REF000001741,BKG000001910,PAY000001910,False,not_requested,not_requested,0.0,
REF000001742,BKG000001911,PAY000001911,False,not_requested,not_requested,0.0,
REF000001743,BKG000001912,PAY000001912,False,not_requested,not_requested,0.0,
REF000001744,BKG000001913,PAY000001913,False,not_requested,not_requested,0.0,
REF000001745,BKG000001914,PAY000001914,False,not_requested,not_requested,0.0,
REF000001746,BKG000001915,PAY000001915,False,not_requested,not_requested,0.0,
REF000001747,BKG000001917,PAY000001917,False,not_requested,not_requested,0.0,
REF000001748,BKG000001919,PAY000001919,False,not_requested,not_requested,0.0,
REF000001749,BKG000001920,PAY000001920,True,approved,airline_schedule_change,132.37,2014-07-08 17:31:25
REF000001750,BKG000001921,PAY000001921,False,not_requested,not_requested,0.0,
REF000001751,BKG000001922,PAY000001922,False,not_requested,not_requested,0.0,
REF000001752,BKG000001923,PAY000001923,False,not_requested,not_requested,0.0,
REF000001753,BKG000001924,PAY000001924,False,not_requested,not_requested,0.0,
REF000001754,BKG000001925,PAY000001925,False,not_requested,not_requested,0.0,
REF000001755,BKG000001926,PAY000001926,False,not_requested,not_requested,0.0,
REF000001756,BKG000001927,PAY000001927,False,not_requested,not_requested,0.0,
REF000001757,BKG000001928,PAY000001928,False,not_requested,not_requested,0.0,
REF000001758,BKG000001929,PAY000001929,False,not_requested,not_requested,0.0,
REF000001759,BKG000001930,PAY000001930,False,not_requested,not_requested,0.0,
REF000001760,BKG000001931,PAY000001931,True,rejected,ticketing_failure,0.0,2013-12-01 07:11:40
REF000001761,BKG000001932,PAY000001932,False,not_requested,not_requested,0.0,
REF000001762,BKG000001933,PAY000001933,False,not_requested,not_requested,0.0,
REF000001763,BKG000001934,PAY000001934,False,not_requested,not_requested,0.0,
REF000001764,BKG000001935,PAY000001935,False,not_requested,not_requested,0.0,
REF000001765,BKG000001936,PAY000001936,False,not_requested,not_requested,0.0,
REF000001766,BKG000001937,PAY000001937,False,not_requested,not_requested,0.0,
REF000001767,BKG000001938,PAY000001938,False,not_requested,not_requested,0.0,
REF000001768,BKG000001939,PAY000001939,False,not_requested,not_requested,0.0,
REF000001769,BKG000001940,PAY000001940,False,not_requested,not_requested,0.0,
REF000001770,BKG000001941,PAY000001941,False,not_requested,not_requested,0.0,
REF000001771,BKG000001942,PAY000001942,False,not_requested,not_requested,0.0,
REF000001772,BKG000001945,PAY000001945,False,not_requested,not_requested,0.0,
REF000001773,BKG000001946,PAY000001946,False,not_requested,not_requested,0.0,
REF000001774,BKG000001947,PAY000001947,False,not_requested,not_requested,0.0,
REF000001775,BKG000001948,PAY000001948,False,not_requested,not_requested,0.0,
REF000001776,BKG000001949,PAY000001949,False,not_requested,not_requested,0.0,
REF000001777,BKG000001951,PAY000001951,False,not_requested,not_requested,0.0,
REF000001778,BKG000001952,PAY000001952,False,not_requested,not_requested,0.0,
REF000001779,BKG000001953,PAY000001953,False,not_requested,not_requested,0.0,
REF000001780,BKG000001954,PAY000001954,False,not_requested,not_requested,0.0,
REF000001781,BKG000001955,PAY000001955,False,not_requested,not_requested,0.0,
REF000001782,BKG000001956,PAY000001956,False,not_requested,not_requested,0.0,
REF000001783,BKG000001957,PAY000001957,False,not_requested,not_requested,0.0,
REF000001784,BKG000001958,PAY000001958,False,not_requested,not_requested,0.0,
REF000001785,BKG000001960,PAY000001960,False,not_requested,not_requested,0.0,
REF000001786,BKG000001961,PAY000001961,False,not_requested,not_requested,0.0,
REF000001787,BKG000001963,PAY000001963,False,not_requested,not_requested,0.0,
REF000001788,BKG000001964,PAY000001964,False,not_requested,not_requested,0.0,
REF000001789,BKG000001965,PAY000001965,False,not_requested,not_requested,0.0,
REF000001790,BKG000001966,PAY000001966,False,not_requested,not_requested,0.0,
REF000001791,BKG000001967,PAY000001967,False,not_requested,not_requested,0.0,
REF000001792,BKG000001968,PAY000001968,False,not_requested,not_requested,0.0,
REF000001793,BKG000001969,PAY000001969,False,not_requested,not_requested,0.0,
REF000001794,BKG000001970,PAY000001970,True,approved,customer_cancelled,541.74,2013-07-13 11:38:33
REF000001795,BKG000001971,PAY000001971,False,not_requested,not_requested,0.0,
REF000001796,BKG000001972,PAY000001972,False,not_requested,not_requested,0.0,
REF000001797,BKG000001973,PAY000001973,False,not_requested,not_requested,0.0,
REF000001798,BKG000001975,PAY000001975,False,not_requested,not_requested,0.0,
REF000001799,BKG000001976,PAY000001976,False,not_requested,not_requested,0.0,
REF000001800,BKG000001977,PAY000001977,False,not_requested,not_requested,0.0,
REF000001801,BKG000001978,PAY000001978,False,not_requested,not_requested,0.0,
REF000001802,BKG000001979,PAY000001979,False,not_requested,not_requested,0.0,
REF000001803,BKG000001980,PAY000001980,False,not_requested,not_requested,0.0,
REF000001804,BKG000001982,PAY000001982,False,not_requested,not_requested,0.0,
REF000001805,BKG000001983,PAY000001983,False,not_requested,not_requested,0.0,
REF000001806,BKG000001984,PAY000001984,False,not_requested,not_requested,0.0,
REF000001807,BKG000001985,PAY000001985,False,not_requested,not_requested,0.0,
REF000001808,BKG000001986,PAY000001986,False,not_requested,not_requested,0.0,
REF000001809,BKG000001987,PAY000001987,False,not_requested,not_requested,0.0,
REF000001810,BKG000001988,PAY000001988,False,not_requested,not_requested,0.0,
REF000001811,BKG000001989,PAY000001989,False,not_requested,not_requested,0.0,
REF000001812,BKG000001990,PAY000001990,False,not_requested,not_requested,0.0,
REF000001813,BKG000001992,PAY000001992,False,not_requested,not_requested,0.0,
REF000001814,BKG000001993,PAY000001993,False,not_requested,not_requested,0.0,
REF000001815,BKG000001994,PAY000001994,False,not_requested,not_requested,0.0,
REF000001816,BKG000001995,PAY000001995,False,not_requested,not_requested,0.0,
REF000001817,BKG000001996,PAY000001996,False,not_requested,not_requested,0.0,
REF000001818,BKG000001997,PAY000001997,False,not_requested,not_requested,0.0,
REF000001819,BKG000001998,PAY000001998,False,not_requested,not_requested,0.0,
REF000001820,BKG000001999,PAY000001999,False,not_requested,not_requested,0.0,
REF000001821,BKG000002000,PAY000002000,False,not_requested,not_requested,0.0,
REF000001822,BKG000002001,PAY000002001,False,not_requested,not_requested,0.0,
REF000001823,BKG000002002,PAY000002002,False,not_requested,not_requested,0.0,
REF000001824,BKG000002003,PAY000002003,False,not_requested,not_requested,0.0,
REF000001825,BKG000002004,PAY000002004,False,not_requested,not_requested,0.0,
REF000001826,BKG000002005,PAY000002005,False,not_requested,not_requested,0.0,
REF000001827,BKG000002006,PAY000002006,False,not_requested,not_requested,0.0,
REF000001828,BKG000002007,PAY000002007,False,not_requested,not_requested,0.0,
REF000001829,BKG000002008,PAY000002008,False,not_requested,not_requested,0.0,
REF000001830,BKG000002009,PAY000002009,False,not_requested,not_requested,0.0,
REF000001831,BKG000002010,PAY000002010,False,not_requested,not_requested,0.0,
REF000001832,BKG000002011,PAY000002011,False,not_requested,not_requested,0.0,
REF000001833,BKG000002013,PAY000002013,False,not_requested,not_requested,0.0,
REF000001834,BKG000002014,PAY000002014,False,not_requested,not_requested,0.0,
REF000001835,BKG000002015,PAY000002015,False,not_requested,not_requested,0.0,
REF000001836,BKG000002016,PAY000002016,False,not_requested,not_requested,0.0,
REF000001837,BKG000002018,PAY000002018,False,not_requested,not_requested,0.0,
REF000001838,BKG000002019,PAY000002019,False,not_requested,not_requested,0.0,
REF000001839,BKG000002020,PAY000002020,False,not_requested,not_requested,0.0,
REF000001840,BKG000002021,PAY000002021,False,not_requested,not_requested,0.0,
REF000001841,BKG000002022,PAY000002022,False,not_requested,not_requested,0.0,
REF000001842,BKG000002023,PAY000002023,False,not_requested,not_requested,0.0,
REF000001843,BKG000002024,PAY000002024,False,not_requested,not_requested,0.0,
REF000001844,BKG000002025,PAY000002025,False,not_requested,not_requested,0.0,
REF000001845,BKG000002026,PAY000002026,False,not_requested,not_requested,0.0,
REF000001846,BKG000002027,PAY000002027,False,not_requested,not_requested,0.0,
REF000001847,BKG000002028,PAY000002028,True,approved,airline_schedule_change,1404.31,2013-12-18 22:01:14
REF000001848,BKG000002029,PAY000002029,False,not_requested,not_requested,0.0,
REF000001849,BKG000002031,PAY000002031,False,not_requested,not_requested,0.0,
REF000001850,BKG000002033,PAY000002033,False,not_requested,not_requested,0.0,
REF000001851,BKG000002034,PAY000002034,False,not_requested,not_requested,0.0,
REF000001852,BKG000002035,PAY000002035,False,not_requested,not_requested,0.0,
REF000001853,BKG000002036,PAY000002036,False,not_requested,not_requested,0.0,
REF000001854,BKG000002037,PAY000002037,False,not_requested,not_requested,0.0,
REF000001855,BKG000002038,PAY000002038,False,not_requested,not_requested,0.0,
REF000001856,BKG000002039,PAY000002039,False,not_requested,not_requested,0.0,
REF000001857,BKG000002040,PAY000002040,False,not_requested,not_requested,0.0,
REF000001858,BKG000002042,PAY000002042,False,not_requested,not_requested,0.0,
REF000001859,BKG000002043,PAY000002043,False,not_requested,not_requested,0.0,
REF000001860,BKG000002044,PAY000002044,False,not_requested,not_requested,0.0,
REF000001861,BKG000002045,PAY000002045,False,not_requested,not_requested,0.0,
REF000001862,BKG000002046,PAY000002046,False,not_requested,not_requested,0.0,
REF000001863,BKG000002047,PAY000002047,False,not_requested,not_requested,0.0,
REF000001864,BKG000002048,PAY000002048,False,not_requested,not_requested,0.0,
REF000001865,BKG000002049,PAY000002049,False,not_requested,not_requested,0.0,
REF000001866,BKG000002050,PAY000002050,False,not_requested,not_requested,0.0,
REF000001867,BKG000002051,PAY000002051,False,not_requested,not_requested,0.0,
REF000001868,BKG000002052,PAY000002052,False,not_requested,not_requested,0.0,
REF000001869,BKG000002053,PAY000002053,False,not_requested,not_requested,0.0,
REF000001870,BKG000002054,PAY000002054,False,not_requested,not_requested,0.0,
REF000001871,BKG000002055,PAY000002055,False,not_requested,not_requested,0.0,
REF000001872,BKG000002056,PAY000002056,False,not_requested,not_requested,0.0,
REF000001873,BKG000002057,PAY000002057,False,not_requested,not_requested,0.0,
REF000001874,BKG000002058,PAY000002058,False,not_requested,not_requested,0.0,
REF000001875,BKG000002059,PAY000002059,False,not_requested,not_requested,0.0,
REF000001876,BKG000002060,PAY000002060,False,not_requested,not_requested,0.0,
REF000001877,BKG000002061,PAY000002061,False,not_requested,not_requested,0.0,
REF000001878,BKG000002062,PAY000002062,False,not_requested,not_requested,0.0,
REF000001879,BKG000002064,PAY000002064,False,not_requested,not_requested,0.0,
REF000001880,BKG000002065,PAY000002065,False,not_requested,not_requested,0.0,
REF000001881,BKG000002066,PAY000002066,False,not_requested,not_requested,0.0,
REF000001882,BKG000002067,PAY000002067,False,not_requested,not_requested,0.0,
REF000001883,BKG000002068,PAY000002068,False,not_requested,not_requested,0.0,
REF000001884,BKG000002069,PAY000002069,False,not_requested,not_requested,0.0,
REF000001885,BKG000002070,PAY000002070,False,not_requested,not_requested,0.0,
REF000001886,BKG000002071,PAY000002071,False,not_requested,not_requested,0.0,
REF000001887,BKG000002072,PAY000002072,True,pending,customer_cancelled,250.83,2014-12-28 07:20:12
REF000001888,BKG000002073,PAY000002073,False,not_requested,not_requested,0.0,
REF000001889,BKG000002074,PAY000002074,False,not_requested,not_requested,0.0,
REF000001890,BKG000002075,PAY000002075,False,not_requested,not_requested,0.0,
REF000001891,BKG000002076,PAY000002076,False,not_requested,not_requested,0.0,
REF000001892,BKG000002077,PAY000002077,False,not_requested,not_requested,0.0,
REF000001893,BKG000002078,PAY000002078,False,not_requested,not_requested,0.0,
REF000001894,BKG000002079,PAY000002079,False,not_requested,not_requested,0.0,
REF000001895,BKG000002080,PAY000002080,False,not_requested,not_requested,0.0,
REF000001896,BKG000002081,PAY000002081,True,approved,customer_cancelled,742.67,2013-05-23 00:46:22
REF000001897,BKG000002083,PAY000002083,False,not_requested,not_requested,0.0,
REF000001898,BKG000002084,PAY000002084,False,not_requested,not_requested,0.0,
REF000001899,BKG000002085,PAY000002085,False,not_requested,not_requested,0.0,
REF000001900,BKG000002086,PAY000002086,False,not_requested,not_requested,0.0,
REF000001901,BKG000002087,PAY000002087,False,not_requested,not_requested,0.0,
REF000001902,BKG000002088,PAY000002088,False,not_requested,not_requested,0.0,
REF000001903,BKG000002089,PAY000002089,False,not_requested,not_requested,0.0,
REF000001904,BKG000002090,PAY000002090,False,not_requested,not_requested,0.0,
REF000001905,BKG000002091,PAY000002091,False,not_requested,not_requested,0.0,
REF000001906,BKG000002092,PAY000002092,False,not_requested,not_requested,0.0,
REF000001907,BKG000002093,PAY000002093,False,not_requested,not_requested,0.0,
REF000001908,BKG000002094,PAY000002094,False,not_requested,not_requested,0.0,
REF000001909,BKG000002097,PAY000002097,False,not_requested,not_requested,0.0,
REF000001910,BKG000002098,PAY000002098,False,not_requested,not_requested,0.0,
REF000001911,BKG000002099,PAY000002099,False,not_requested,not_requested,0.0,
REF000001912,BKG000002100,PAY000002100,False,not_requested,not_requested,0.0,
REF000001913,BKG000002101,PAY000002101,False,not_requested,not_requested,0.0,
REF000001914,BKG000002102,PAY000002102,False,not_requested,not_requested,0.0,
REF000001915,BKG000002103,PAY000002103,False,not_requested,not_requested,0.0,
REF000001916,BKG000002104,PAY000002104,False,not_requested,not_requested,0.0,
REF000001917,BKG000002105,PAY000002105,False,not_requested,not_requested,0.0,
REF000001918,BKG000002106,PAY000002106,False,not_requested,not_requested,0.0,
REF000001919,BKG000002107,PAY000002107,False,not_requested,not_requested,0.0,
REF000001920,BKG000002108,PAY000002108,False,not_requested,not_requested,0.0,
REF000001921,BKG000002109,PAY000002109,False,not_requested,not_requested,0.0,
REF000001922,BKG000002110,PAY000002110,False,not_requested,not_requested,0.0,
REF000001923,BKG000002111,PAY000002111,False,not_requested,not_requested,0.0,
REF000001924,BKG000002112,PAY000002112,False,not_requested,not_requested,0.0,
REF000001925,BKG000002113,PAY000002113,False,not_requested,not_requested,0.0,
REF000001926,BKG000002114,PAY000002114,False,not_requested,not_requested,0.0,
REF000001927,BKG000002115,PAY000002115,False,not_requested,not_requested,0.0,
REF000001928,BKG000002116,PAY000002116,False,not_requested,not_requested,0.0,
REF000001929,BKG000002117,PAY000002117,True,approved,airline_schedule_change,110.93,2014-07-19 23:00:22
REF000001930,BKG000002118,PAY000002118,False,not_requested,not_requested,0.0,
REF000001931,BKG000002119,PAY000002119,False,not_requested,not_requested,0.0,
REF000001932,BKG000002120,PAY000002120,False,not_requested,not_requested,0.0,
REF000001933,BKG000002121,PAY000002121,False,not_requested,not_requested,0.0,
REF000001934,BKG000002122,PAY000002122,False,not_requested,not_requested,0.0,
REF000001935,BKG000002123,PAY000002123,False,not_requested,not_requested,0.0,
REF000001936,BKG000002124,PAY000002124,False,not_requested,not_requested,0.0,
REF000001937,BKG000002125,PAY000002125,False,not_requested,not_requested,0.0,
REF000001938,BKG000002126,PAY000002126,False,not_requested,not_requested,0.0,
REF000001939,BKG000002127,PAY000002127,False,not_requested,not_requested,0.0,
REF000001940,BKG000002129,PAY000002129,False,not_requested,not_requested,0.0,
REF000001941,BKG000002130,PAY000002130,False,not_requested,not_requested,0.0,
REF000001942,BKG000002131,PAY000002131,False,not_requested,not_requested,0.0,
REF000001943,BKG000002132,PAY000002132,False,not_requested,not_requested,0.0,
REF000001944,BKG000002133,PAY000002133,False,not_requested,not_requested,0.0,
REF000001945,BKG000002134,PAY000002134,False,not_requested,not_requested,0.0,
REF000001946,BKG000002135,PAY000002135,False,not_requested,not_requested,0.0,
REF000001947,BKG000002136,PAY000002136,False,not_requested,not_requested,0.0,
REF000001948,BKG000002137,PAY000002137,False,not_requested,not_requested,0.0,
REF000001949,BKG000002138,PAY000002138,False,not_requested,not_requested,0.0,
REF000001950,BKG000002139,PAY000002139,False,not_requested,not_requested,0.0,
REF000001951,BKG000002140,PAY000002140,False,not_requested,not_requested,0.0,
REF000001952,BKG000002141,PAY000002141,False,not_requested,not_requested,0.0,
REF000001953,BKG000002142,PAY000002142,False,not_requested,not_requested,0.0,
REF000001954,BKG000002143,PAY000002143,True,pending,airline_schedule_change,92.65,2014-08-04 15:20:03
REF000001955,BKG000002144,PAY000002144,False,not_requested,not_requested,0.0,
REF000001956,BKG000002145,PAY000002145,False,not_requested,not_requested,0.0,
REF000001957,BKG000002146,PAY000002146,False,not_requested,not_requested,0.0,
REF000001958,BKG000002147,PAY000002147,False,not_requested,not_requested,0.0,
REF000001959,BKG000002148,PAY000002148,False,not_requested,not_requested,0.0,
REF000001960,BKG000002149,PAY000002149,False,not_requested,not_requested,0.0,
REF000001961,BKG000002150,PAY000002150,False,not_requested,not_requested,0.0,
REF000001962,BKG000002151,PAY000002151,False,not_requested,not_requested,0.0,
REF000001963,BKG000002152,PAY000002152,False,not_requested,not_requested,0.0,
REF000001964,BKG000002153,PAY000002153,False,not_requested,not_requested,0.0,
REF000001965,BKG000002154,PAY000002154,False,not_requested,not_requested,0.0,
REF000001966,BKG000002155,PAY000002155,False,not_requested,not_requested,0.0,
REF000001967,BKG000002156,PAY000002156,False,not_requested,not_requested,0.0,
REF000001968,BKG000002157,PAY000002157,False,not_requested,not_requested,0.0,
REF000001969,BKG000002159,PAY000002159,False,not_requested,not_requested,0.0,
REF000001970,BKG000002160,PAY000002160,False,not_requested,not_requested,0.0,
REF000001971,BKG000002161,PAY000002161,False,not_requested,not_requested,0.0,
REF000001972,BKG000002162,PAY000002162,False,not_requested,not_requested,0.0,
REF000001973,BKG000002163,PAY000002163,False,not_requested,not_requested,0.0,
REF000001974,BKG000002164,PAY000002164,False,not_requested,not_requested,0.0,
REF000001975,BKG000002165,PAY000002165,False,not_requested,not_requested,0.0,
REF000001976,BKG000002166,PAY000002166,False,not_requested,not_requested,0.0,
REF000001977,BKG000002167,PAY000002167,True,approved,customer_cancelled,713.79,2013-10-09 10:06:36
REF000001978,BKG000002168,PAY000002168,False,not_requested,not_requested,0.0,
REF000001979,BKG000002169,PAY000002169,False,not_requested,not_requested,0.0,
REF000001980,BKG000002170,PAY000002170,False,not_requested,not_requested,0.0,
REF000001981,BKG000002171,PAY000002171,False,not_requested,not_requested,0.0,
REF000001982,BKG000002172,PAY000002172,False,not_requested,not_requested,0.0,
REF000001983,BKG000002173,PAY000002173,False,not_requested,not_requested,0.0,
REF000001984,BKG000002174,PAY000002174,False,not_requested,not_requested,0.0,
REF000001985,BKG000002175,PAY000002175,False,not_requested,not_requested,0.0,
REF000001986,BKG000002176,PAY000002176,False,not_requested,not_requested,0.0,
REF000001987,BKG000002177,PAY000002177,False,not_requested,not_requested,0.0,
REF000001988,BKG000002178,PAY000002178,False,not_requested,not_requested,0.0,
REF000001989,BKG000002179,PAY000002179,False,not_requested,not_requested,0.0,
REF000001990,BKG000002180,PAY000002180,False,not_requested,not_requested,0.0,
REF000001991,BKG000002181,PAY000002181,False,not_requested,not_requested,0.0,
REF000001992,BKG000002182,PAY000002182,False,not_requested,not_requested,0.0,
REF000001993,BKG000002183,PAY000002183,False,not_requested,not_requested,0.0,
REF000001994,BKG000002184,PAY000002184,False,not_requested,not_requested,0.0,
REF000001995,BKG000002185,PAY000002185,False,not_requested,not_requested,0.0,
REF000001996,BKG000002186,PAY000002186,False,not_requested,not_requested,0.0,
REF000001997,BKG000002187,PAY000002187,False,not_requested,not_requested,0.0,
REF000001998,BKG000002188,PAY000002188,False,not_requested,not_requested,0.0,
REF000001999,BKG000002189,PAY000002189,False,not_requested,not_requested,0.0,
REF000002000,BKG000002191,PAY000002191,False,not_requested,not_requested,0.0,
REF000002001,BKG000002192,PAY000002192,False,not_requested,not_requested,0.0,
REF000002002,BKG000002194,PAY000002194,False,not_requested,not_requested,0.0,
REF000002003,BKG000002195,PAY000002195,False,not_requested,not_requested,0.0,
REF000002004,BKG000002196,PAY000002196,False,not_requested,not_requested,0.0,
REF000002005,BKG000002197,PAY000002197,False,not_requested,not_requested,0.0,
REF000002006,BKG000002198,PAY000002198,False,not_requested,not_requested,0.0,
REF000002007,BKG000002199,PAY000002199,False,not_requested,not_requested,0.0,
REF000002008,BKG000002200,PAY000002200,False,not_requested,not_requested,0.0,
REF000002009,BKG000002201,PAY000002201,False,not_requested,not_requested,0.0,
REF000002010,BKG000002202,PAY000002202,False,not_requested,not_requested,0.0,
REF000002011,BKG000002203,PAY000002203,False,not_requested,not_requested,0.0,
REF000002012,BKG000002205,PAY000002205,False,not_requested,not_requested,0.0,
REF000002013,BKG000002206,PAY000002206,False,not_requested,not_requested,0.0,
REF000002014,BKG000002207,PAY000002207,False,not_requested,not_requested,0.0,
REF000002015,BKG000002208,PAY000002208,False,not_requested,not_requested,0.0,
REF000002016,BKG000002209,PAY000002209,False,not_requested,not_requested,0.0,
REF000002017,BKG000002210,PAY000002210,False,not_requested,not_requested,0.0,
REF000002018,BKG000002212,PAY000002212,False,not_requested,not_requested,0.0,
REF000002019,BKG000002213,PAY000002213,False,not_requested,not_requested,0.0,
REF000002020,BKG000002214,PAY000002214,False,not_requested,not_requested,0.0,
REF000002021,BKG000002215,PAY000002215,False,not_requested,not_requested,0.0,
REF000002022,BKG000002216,PAY000002216,False,not_requested,not_requested,0.0,
REF000002023,BKG000002217,PAY000002217,True,approved,duplicate_booking,180.79,2013-09-12 19:04:31
REF000002024,BKG000002218,PAY000002218,False,not_requested,not_requested,0.0,
