ticket_id,booking_id,payment_id,ticket_status,ticket_issued_time,ticketing_error_code,ticketing_delay_minutes
TKT000001789,BKG000001789,PAY000001789,issued,2013-03-28 10:49:52,NONE,13.0
TKT000001790,BKG000001790,PAY000001790,issued,2014-04-14 13:52:26,NONE,27.0
TKT000001791,BKG000001791,PAY000001791,issued,2013-12-12 15:40:23,NONE,33.0
TKT000001792,BKG000001792,PAY000001792,issued,2014-07-09 09:47:10,NONE,17.0
TKT000001793,BKG000001793,PAY000001793,issued,2014-05-28 22:37:06,NONE,31.0
TKT000001794,BKG000001794,PAY000001794,not_issued_payment_failed,,NONE,
TKT000001795,BKG000001795,PAY000001795,issued,2014-06-24 23:05:31,NONE,12.0
TKT000001796,BKG000001796,PAY000001796,issued,2014-04-30 08:45:59,NONE,21.0
TKT000001797,BKG000001797,PAY000001797,issued,2014-09-14 20:37:03,NONE,35.0
TKT000001798,BKG000001798,PAY000001798,issued,2013-03-07 18:45:00,NONE,39.0
TKT000001799,BKG000001799,PAY000001799,issued,2014-08-26 02:13:32,NONE,5.0
TKT000001800,BKG000001800,PAY000001800,issued,2014-01-27 12:43:41,NONE,1194.0
TKT000001801,BKG000001801,PAY000001801,issued,2013-11-26 23:32:35,NONE,33.0
TKT000001802,BKG000001802,PAY000001802,issued,2013-05-24 13:01:31,NONE,35.0
TKT000001803,BKG000001803,PAY000001803,issued,2014-09-18 21:14:42,NONE,16.0
TKT000001804,BKG000001804,PAY000001804,issued,2013-04-14 23:47:20,NONE,38.0
TKT000001805,BKG000001805,PAY000001805,issued,2014-07-24 05:18:03,NONE,537.0
TKT000001806,BKG000001806,PAY000001806,issued,2014-07-04 00:36:44,NONE,8.0
TKT000001807,BKG000001807,PAY000001807,issued,2013-01-16 21:18:35,NONE,14.0
TKT000001808,BKG000001808,PAY000001808,issued,2013-05-19 18:22:42,NONE,23.0
TKT000001809,BKG000001809,PAY000001809,issued,2013-11-06 14:35:46,NONE,18.0
TKT000001810,BKG000001810,PAY000001810,issued,2014-01-13 15:46:53,NONE,35.0
TKT000001811,BKG000001811,PAY000001811,pending,2013-05-22 14:01:40,AIRLINE_CONFIRMATION_FAILED,16.0
TKT000001812,BKG000001812,PAY000001812,issued,2014-01-08 10:40:56,NONE,17.0
TKT000001813,BKG000001813,PAY000001813,issued,2014-03-12 09:10:51,NONE,6.0
TKT000001814,BKG000001814,PAY000001814,failed,2014-03-27 10:47:51,INVENTORY_MISMATCH,12.0
TKT000001815,BKG000001815,PAY000001815,issued,2014-10-27 18:28:43,NONE,24.0
TKT000001816,BKG000001816,PAY000001816,issued,2013-08-06 11:56:25,NONE,41.0
TKT000001817,BKG000001817,PAY000001817,issued,2014-09-22 06:18:28,NONE,33.0
TKT000001818,BKG000001818,PAY000001818,issued,2014-03-25 22:23:50,NONE,31.0
TKT000001819,BKG000001819,PAY000001819,issued,2014-11-11 08:42:33,NONE,21.0
TKT000001820,BKG000001820,PAY000001820,not_issued_payment_failed,,NONE,
TKT000001821,BKG000001821,PAY000001821,issued,2014-03-19 19:02:30,NONE,7.0
TKT000001822,BKG000001822,PAY000001822,issued,2014-12-11 17:19:56,NONE,10.0
TKT000001823,BKG000001823,PAY000001823,issued,2014-05-16 06:41:36,NONE,20.0
TKT000001824,BKG000001824,PAY000001824,issued,2014-03-08 01:10:05,NONE,28.0
TKT000001825,BKG000001825,PAY000001825,not_issued_payment_failed,,NONE,
TKT000001826,BKG000001826,PAY000001826,issued,2014-03-07 21:03:38,NONE,13.0
TKT000001827,BKG000001827,PAY000001827,issued,2014-03-24 10:45:43,NONE,44.0
TKT000001828,BKG000001828,PAY000001828,issued,2014-12-13 17:52:34,NONE,27.0
TKT000001829,BKG000001829,PAY000001829,issued,2013-04-05 18:51:39,NONE,18.0
TKT000001830,BKG000001830,PAY000001830,issued,2014-07-15 19:56:04,NONE,10.0
TKT000001831,BKG000001831,PAY000001831,issued,2013-09-09 14:17:15,NONE,28.0
TKT000001832,BKG000001832,PAY000001832,issued,2013-10-21 19:56:07,NONE,45.0
TKT000001833,BKG000001833,PAY000001833,issued,2013-02-22 19:24:12,NONE,22.0
TKT000001834,BKG000001834,PAY000001834,issued,2014-07-13 15:08:53,NONE,15.0
TKT000001835,BKG000001835,PAY000001835,issued,2014-01-11 15:39:35,NONE,9.0
TKT000001836,BKG000001836,PAY000001836,issued,2014-07-14 02:47:05,NONE,479.0
TKT000001837,BKG000001837,PAY000001837,issued,2014-02-14 02:38:24,NONE,32.0
TKT000001838,BKG000001838,PAY000001838,issued,2013-06-17 08:06:55,NONE,17.0
TKT000001839,BKG000001839,PAY000001839,failed,2013-08-03 12:17:53,AIRLINE_CONFIRMATION_FAILED,34.0
TKT000001840,BKG000001840,PAY000001840,issued,2014-08-18 20:09:32,NONE,11.0
TKT000001841,BKG000001841,PAY000001841,issued,2014-11-28 13:13:41,NONE,16.0
TKT000001842,BKG000001842,PAY000001842,issued,2013-06-12 15:55:20,NONE,29.0
TKT000001843,BKG000001843,PAY000001843,issued,2013-07-18 03:02:57,NONE,39.0
TKT000001844,BKG000001844,PAY000001844,issued,2014-02-03 13:30:28,NONE,3.0
TKT000001845,BKG000001845,PAY000001845,issued,2014-11-20 12:18:19,NONE,8.0
TKT000001846,BKG000001846,PAY000001846,not_issued_payment_failed,,NONE,
TKT000001847,BKG000001847,PAY000001847,issued,2014-06-20 01:04:41,NONE,30.0
TKT000001848,BKG000001848,PAY000001848,issued,2013-07-24 17:07:23,NONE,40.0
TKT000001849,BKG000001849,PAY000001849,issued,2014-06-02 14:44:42,NONE,11.0
TKT000001850,BKG000001850,PAY000001850,issued,2013-03-17 16:45:57,NONE,4.0
TKT000001851,BKG000001851,PAY000001851,not_issued_payment_failed,,NONE,
TKT000001852,BKG000001852,PAY000001852,issued,2014-06-04 02:54:39,NONE,9.0
TKT000001853,BKG000001853,PAY000001853,issued,2014-03-08 01:09:54,NONE,19.0
TKT000001854,BKG000001854,PAY000001854,issued,2014-02-06 00:23:13,NONE,26.0
TKT000001855,BKG000001855,PAY000001855,issued,2014-05-27 21:23:22,NONE,36.0
TKT000001856,BKG000001856,PAY000001856,issued,2013-01-15 23:30:34,NONE,4.0
TKT000001857,BKG000001857,PAY000001857,issued,2013-09-13 13:18:58,NONE,34.0
TKT000001858,BKG000001858,PAY000001858,issued,2014-03-11 00:32:58,NONE,18.0
TKT000001859,BKG000001859,PAY000001859,issued,2014-07-06 18:43:53,NONE,7.0
TKT000001860,BKG000001860,PAY000001860,issued,2014-03-19 19:45:24,NONE,43.0
TKT000001861,BKG000001861,PAY000001861,pending,2013-04-20 22:57:50,AIRLINE_CONFIRMATION_FAILED,37.0
TKT000001862,BKG000001862,PAY000001862,not_issued_payment_failed,,NONE,
TKT000001863,BKG000001863,PAY000001863,issued,2014-10-15 12:40:38,NONE,24.0
TKT000001864,BKG000001864,PAY000001864,issued,2014-06-11 12:59:19,NONE,40.0
TKT000001865,BKG000001865,PAY000001865,not_issued_payment_failed,,NONE,
TKT000001866,BKG000001866,PAY000001866,issued,2014-10-23 12:30:00,NONE,5.0
TKT000001867,BKG000001867,PAY000001867,issued,2014-12-29 23:05:52,NONE,662.0
TKT000001868,BKG000001868,PAY000001868,issued,2014-05-23 18:27:39,NONE,42.0
TKT000001869,BKG000001869,PAY000001869,issued,2014-04-01 19:43:22,NONE,43.0
TKT000001870,BKG000001870,PAY000001870,issued,2013-08-16 00:57:20,NONE,41.0
TKT000001871,BKG000001871,PAY000001871,issued,2014-05-11 17:39:32,NONE,33.0
TKT000001872,BKG000001872,PAY000001872,issued,2013-11-13 13:29:17,NONE,18.0
TKT000001873,BKG000001873,PAY000001873,issued,2014-05-07 10:18:58,NONE,32.0
TKT000001874,BKG000001874,PAY000001874,issued,2014-08-19 00:10:51,NONE,19.0
TKT000001875,BKG000001875,PAY000001875,issued,2014-03-06 12:17:15,NONE,30.0
TKT000001876,BKG000001876,PAY000001876,issued,2013-03-22 00:20:57,NONE,8.0
TKT000001877,BKG000001877,PAY000001877,issued,2013-02-14 21:49:26,NONE,34.0
TKT000001878,BKG000001878,PAY000001878,issued,2014-11-17 20:05:09,NONE,31.0
TKT000001879,BKG000001879,PAY000001879,issued,2013-07-14 11:18:26,NONE,16.0
TKT000001880,BKG000001880,PAY000001880,issued,2013-08-30 18:16:14,NONE,17.0
TKT000001881,BKG000001881,PAY000001881,issued,2013-08-21 19:58:57,NONE,31.0
TKT000001882,BKG000001882,PAY000001882,issued,2013-01-18 20:16:52,NONE,13.0
TKT000001883,BKG000001883,PAY000001883,issued,2014-03-21 09:37:24,NONE,1179.0
TKT000001884,BKG000001884,PAY000001884,issued,2014-04-12 06:39:36,NONE,25.0
TKT000001885,BKG000001885,PAY000001885,not_issued_payment_failed,,NONE,
TKT000001886,BKG000001886,PAY000001886,pending,2014-08-27 06:20:16,SUPPLIER_ERROR,928.0
TKT000001887,BKG000001887,PAY000001887,issued,2014-05-31 21:44:08,NONE,4.0
TKT000001888,BKG000001888,PAY000001888,not_issued_payment_failed,,NONE,
TKT000001889,BKG000001889,PAY000001889,issued,2014-12-15 11:24:12,NONE,42.0
TKT000001890,BKG000001890,PAY000001890,issued,2014-05-04 21:50:31,NONE,21.0
TKT000001891,BKG000001891,PAY000001891,issued,2014-12-18 13:28:06,NONE,29.0
TKT000001892,BKG000001892,PAY000001892,issued,2013-01-25 11:07:15,NONE,4.0
TKT000001893,BKG000001893,PAY000001893,issued,2014-09-30 21:46:42,NONE,19.0
TKT000001894,BKG000001894,PAY000001894,issued,2013-02-28 23:19:36,NONE,38.0
TKT000001895,BKG000001895,PAY000001895,issued,2013-04-03 16:11:32,NONE,41.0
TKT000001896,BKG000001896,PAY000001896,issued,2014-03-21 16:51:34,NONE,875.0
TKT000001897,BKG000001897,PAY000001897,issued,2014-02-01 22:34:52,NONE,870.0
TKT000001898,BKG000001898,PAY000001898,issued,2014-03-26 23:10:36,NONE,8.0
TKT000001899,BKG000001899,PAY000001899,issued,2014-01-27 14:40:02,NONE,37.0
TKT000001900,BKG000001900,PAY000001900,issued,2014-05-22 09:22:57,NONE,32.0
TKT000001901,BKG000001901,PAY000001901,issued,2014-06-28 22:21:49,NONE,37.0
TKT000001902,BKG000001902,PAY000001902,failed,2014-08-25 22:04:01,AIRLINE_CONFIRMATION_FAILED,25.0
TKT000001903,BKG000001903,PAY000001903,issued,2014-10-13 20:09:31,NONE,7.0
TKT000001904,BKG000001904,PAY000001904,issued,2014-02-19 20:03:31,NONE,20.0
TKT000001905,BKG000001905,PAY000001905,not_issued_payment_failed,,NONE,
TKT000001906,BKG000001906,PAY000001906,issued,2013-10-08 17:49:59,NONE,5.0
TKT000001907,BKG000001907,PAY000001907,issued,2014-09-25 03:43:11,NONE,17.0
TKT000001908,BKG000001908,PAY000001908,issued,2013-08-23 20:36:23,NONE,23.0
TKT000001909,BKG000001909,PAY000001909,issued,2014-01-26 18:00:55,NONE,31.0
TKT000001910,BKG000001910,PAY000001910,issued,2014-03-28 00:02:33,NONE,14.0
TKT000001911,BKG000001911,PAY000001911,issued,2014-10-12 19:12:02,NONE,5.0
TKT000001912,BKG000001912,PAY000001912,failed,2013-11-05 23:34:04,TICKETING_TIMEOUT,26.0
TKT000001913,BKG000001913,PAY000001913,issued,2014-12-14 23:56:22,NONE,44.0
TKT000001914,BKG000001914,PAY000001914,issued,2014-03-03 18:19:10,NONE,4.0
TKT000001915,BKG000001915,PAY000001915,issued,2014-06-10 13:23:41,NONE,28.0
TKT000001916,BKG000001916,PAY000001916,not_issued_payment_failed,,NONE,
TKT000001917,BKG000001917,PAY000001917,issued,2014-06-30 09:27:18,NONE,33.0
TKT000001918,BKG000001918,PAY000001918,not_issued_payment_failed,,NONE,
TKT000001919,BKG000001919,PAY000001919,issued,2013-05-22 00:31:36,NONE,6.0
TKT000001920,BKG000001920,PAY000001920,issued,2014-06-01 08:38:25,NONE,907.0
TKT000001921,BKG000001921,PAY000001921,issued,2014-07-07 12:00:06,NONE,14.0
TKT000001922,BKG000001922,PAY000001922,issued,2013-02-03 18:12:20,NONE,280.0
TKT000001923,BKG000001923,PAY000001923,issued,2014-06-23 17:56:16,NONE,9.0
TKT000001924,BKG000001924,PAY000001924,issued,2013-04-20 16:55:11,NONE,7.0
TKT000001925,BKG000001925,PAY000001925,issued,2014-12-22 22:14:23,NONE,41.0
TKT000001926,BKG000001926,PAY000001926,issued,2014-06-07 02:01:59,NONE,648.0
TKT000001927,BKG000001927,PAY000001927,issued,2014-05-23 10:23:22,NONE,34.0
TKT000001928,BKG000001928,PAY000001928,issued,2013-04-03 23:37:18,NONE,35.0
TKT000001929,BKG000001929,PAY000001929,issued,2014-07-06 23:33:04,NONE,9.0
TKT000001930,BKG000001930,PAY000001930,issued,2014-04-02 15:05:29,NONE,12.0
TKT000001931,BKG000001931,PAY000001931,issued,2013-10-17 07:21:40,NONE,10.0
TKT000001932,BKG000001932,PAY000001932,issued,2014-01-08 12:47:41,NONE,5.0
TKT000001933,BKG000001933,PAY000001933,issued,2014-03-27 16:48:20,NONE,37.0
TKT000001934,BKG000001934,PAY000001934,issued,2014-05-22 13:21:06,NONE,6.0
TKT000001935,BKG000001935,PAY000001935,issued,2014-06-11 23:18:11,NONE,10.0
TKT000001936,BKG000001936,PAY000001936,issued,2014-08-08 11:26:45,NONE,44.0
TKT000001937,BKG000001937,PAY000001937,issued,2013-05-21 19:47:52,NONE,26.0
TKT000001938,BKG000001938,PAY000001938,issued,2014-08-17 00:49:14,NONE,32.0
TKT000001939,BKG000001939,PAY000001939,issued,2013-05-03 00:30:28,NONE,43.0
TKT000001940,BKG000001940,PAY000001940,issued,2013-06-06 09:44:37,NONE,9.0
TKT000001941,BKG000001941,PAY000001941,issued,2014-06-03 22:49:10,NONE,25.0
TKT000001942,BKG000001942,PAY000001942,issued,2014-01-04 16:08:57,NONE,15.0
TKT000001943,BKG000001943,PAY000001943,not_issued_payment_failed,,NONE,
TKT000001944,BKG000001944,PAY000001944,not_issued_payment_failed,,NONE,
TKT000001945,BKG000001945,PAY000001945,issued,2014-10-03 11:28:54,NONE,10.0
TKT000001946,BKG000001946,PAY000001946,issued,2013-08-05 09:28:54,NONE,778.0
TKT000001947,BKG000001947,PAY000001947,issued,2013-07-21 16:54:29,NONE,45.0
TKT000001948,BKG000001948,PAY000001948,issued,2014-05-22 00:39:41,NONE,18.0
TKT000001949,BKG000001949,PAY000001949,issued,2013-01-24 00:50:13,NONE,27.0
TKT000001950,BKG000001950,PAY000001950,not_issued_payment_failed,,NONE,
TKT000001951,BKG000001951,PAY000001951,issued,2014-08-05 02:14:50,NONE,45.0
TKT000001952,BKG000001952,PAY000001952,issued,2013-07-31 00:22:55,NONE,28.0
TKT000001953,BKG000001953,PAY000001953,issued,2014-10-19 20:52:42,NONE,34.0
TKT000001954,BKG000001954,PAY000001954,issued,2013-09-11 11:12:08,NONE,32.0
TKT000001955,BKG000001955,PAY000001955,issued,2014-04-23 08:30:38,NONE,14.0
TKT000001956,BKG000001956,PAY000001956,issued,2014-08-19 18:05:12,NONE,5.0
TKT000001957,BKG000001957,PAY000001957,issued,2013-01-13 16:40:29,NONE,33.0
TKT000001958,BKG000001958,PAY000001958,issued,2013-06-28 12:56:41,NONE,35.0
TKT000001959,BKG000001959,PAY000001959,not_issued_payment_failed,,NONE,
TKT000001960,BKG000001960,PAY000001960,issued,2013-12-14 13:43:01,NONE,28.0
TKT000001961,BKG000001961,PAY000001961,issued,2014-05-06 09:05:06,NONE,41.0
TKT000001962,BKG000001962,PAY000001962,not_issued_payment_failed,,NONE,
TKT000001963,BKG000001963,PAY000001963,issued,2014-09-28 14:29:30,NONE,14.0
TKT000001964,BKG000001964,PAY000001964,issued,2013-03-05 08:20:26,NONE,7.0
TKT000001965,BKG000001965,PAY000001965,issued,2014-08-05 21:18:05,NONE,29.0
TKT000001966,BKG000001966,PAY000001966,issued,2014-05-20 13:22:20,NONE,11.0
TKT000001967,BKG000001967,PAY000001967,issued,2014-08-24 23:39:17,NONE,35.0
TKT000001968,BKG000001968,PAY000001968,issued,2014-10-20 22:40:15,NONE,11.0
TKT000001969,BKG000001969,PAY000001969,issued,2014-06-18 15:29:38,NONE,34.0
TKT000001970,BKG000001970,PAY000001970,issued,2013-07-04 12:20:33,NONE,42.0
TKT000001971,BKG000001971,PAY000001971,issued,2013-01-26 02:24:54,NONE,8.0
TKT000001972,BKG000001972,PAY000001972,issued,2013-01-16 16:09:14,NONE,3.0
TKT000001973,BKG000001973,PAY000001973,issued,2014-06-27 07:53:47,NONE,37.0
TKT000001974,BKG000001974,PAY000001974,not_issued_payment_failed,,NONE,
TKT000001975,BKG000001975,PAY000001975,issued,2013-11-30 12:31:01,NONE,32.0
TKT000001976,BKG000001976,PAY000001976,issued,2013-06-09 21:33:09,NONE,11.0
TKT000001977,BKG000001977,PAY000001977,issued,2014-10-07 11:36:40,NONE,676.0
TKT000001978,BKG000001978,PAY000001978,issued,2014-06-05 18:15:58,NONE,41.0
TKT000001979,BKG000001979,PAY000001979,issued,2013-12-17 23:02:41,NONE,8.0
TKT000001980,BKG000001980,PAY000001980,issued,2014-08-02 18:13:52,NONE,35.0
TKT000001981,BKG000001981,PAY000001981,not_issued_payment_failed,,NONE,
TKT000001982,BKG000001982,PAY000001982,issued,2013-11-13 01:19:54,NONE,20.0
TKT000001983,BKG000001983,PAY000001983,issued,2014-04-10 02:08:03,NONE,17.0
TKT000001984,BKG000001984,PAY000001984,issued,2014-08-18 17:08:37,NONE,9.0
TKT000001985,BKG000001985,PAY000001985,issued,2014-08-25 19:58:05,NONE,21.0
TKT000001986,BKG000001986,PAY000001986,issued,2014-07-08 17:57:00,NONE,11.0
TKT000001987,BKG000001987,PAY000001987,issued,2014-09-20 01:14:56,NONE,40.0
TKT000001988,BKG000001988,PAY000001988,issued,2014-01-26 00:41:50,NONE,31.0
TKT000001989,BKG000001989,PAY000001989,issued,2014-12-16 10:15:49,NONE,42.0
TKT000001990,BKG000001990,PAY000001990,issued,2014-09-17 19:40:05,NONE,43.0
TKT000001991,BKG000001991,PAY000001991,not_issued_payment_failed,,NONE,
TKT000001992,BKG000001992,PAY000001992,issued,2014-12-06 14:13:35,NONE,26.0
TKT000001993,BKG000001993,PAY000001993,issued,2014-11-04 20:29:42,NONE,39.0
TKT000001994,BKG000001994,PAY000001994,issued,2014-09-05 11:50:28,NONE,23.0
TKT000001995,BKG000001995,PAY000001995,issued,2014-10-14 19:21:52,NONE,18.0
TKT000001996,BKG000001996,PAY000001996,issued,2014-05-21 21:16:45,NONE,21.0
TKT000001997,BKG000001997,PAY000001997,issued,2013-06-03 07:09:12,NONE,5.0
TKT000001998,BKG000001998,PAY000001998,issued,2013-02-18 09:53:48,NONE,17.0
TKT000001999,BKG000001999,PAY000001999,issued,2014-04-24 15:04:29,NONE,18.0
TKT000002000,BKG000002000,PAY000002000,issued,2014-11-10 14:21:35,NONE,41.0
TKT000002001,BKG000002001,PAY000002001,issued,2014-09-01 22:48:18,NONE,35.0
TKT000002002,BKG000002002,PAY000002002,issued,2014-10-08 01:00:00,NONE,15.0
TKT000002003,BKG000002003,PAY000002003,issued,2014-01-15 19:39:02,NONE,17.0
TKT000002004,BKG000002004,PAY000002004,issued,2014-01-15 21:01:02,NONE,13.0
TKT000002005,BKG000002005,PAY000002005,issued,2014-12-11 16:38:05,NONE,45.0
TKT000002006,BKG000002006,PAY000002006,issued,2013-03-07 04:42:46,NONE,11.0
TKT000002007,BKG000002007,PAY000002007,issued,2013-06-01 15:51:44,NONE,13.0
TKT000002008,BKG000002008,PAY000002008,issued,2014-07-24 11:47:42,NONE,3.0
TKT000002009,BKG000002009,PAY000002009,issued,2014-12-26 22:47:34,NONE,43.0
TKT000002010,BKG000002010,PAY000002010,issued,2013-03-29 21:49:19,NONE,14.0
TKT000002011,BKG000002011,PAY000002011,issued,2014-06-22 21:00:23,NONE,13.0
TKT000002012,BKG000002012,PAY000002012,not_issued_payment_failed,,NONE,
TKT000002013,BKG000002013,PAY000002013,failed,2014-09-17 09:34:23,SUPPLIER_ERROR,13.0
TKT000002014,BKG000002014,PAY000002014,issued,2013-01-21 08:17:47,NONE,20.0
TKT000002015,BKG000002015,PAY000002015,issued,2014-05-04 11:59:40,NONE,28.0
TKT000002016,BKG000002016,PAY000002016,issued,2013-06-16 08:18:46,NONE,6.0
TKT000002017,BKG000002017,PAY000002017,not_issued_payment_failed,,NONE,
TKT000002018,BKG000002018,PAY000002018,issued,2014-12-05 22:06:04,NONE,42.0
TKT000002019,BKG000002019,PAY000002019,issued,2014-04-03 20:37:07,NONE,7.0
TKT000002020,BKG000002020,PAY000002020,issued,2014-05-09 20:23:18,NONE,42.0
TKT000002021,BKG000002021,PAY000002021,issued,2013-09-11 20:15:03,NONE,11.0
TKT000002022,BKG000002022,PAY000002022,issued,2014-09-18 23:43:28,NONE,19.0
TKT000002023,BKG000002023,PAY000002023,issued,2014-08-23 22:00:17,NONE,15.0
TKT000002024,BKG000002024,PAY000002024,issued,2013-04-22 19:53:32,NONE,39.0
TKT000002025,BKG000002025,PAY000002025,issued,2014-09-08 21:16:27,NONE,6.0
TKT000002026,BKG000002026,PAY000002026,issued,2013-05-20 23:47:08,NONE,41.0
TKT000002027,BKG000002027,PAY000002027,issued,2014-08-15 22:00:00,NONE,10.0
TKT000002028,BKG000002028,PAY000002028,issued,2013-11-01 22:04:14,NONE,3.0
TKT000002029,BKG000002029,PAY000002029,issued,2014-10-20 14:09:35,NONE,8.0
TKT000002030,BKG000002030,PAY000002030,not_issued_payment_failed,,NONE,
TKT000002031,BKG000002031,PAY000002031,issued,2014-10-24 06:07:48,NONE,39.0
TKT000002032,BKG000002032,PAY000002032,not_issued_payment_failed,,NONE,
TKT000002033,BKG000002033,PAY000002033,issued,2013-10-24 14:11:10,NONE,35.0
TKT000002034,BKG000002034,PAY000002034,issued,2014-08-12 03:04:03,NONE,8.0
TKT000002035,BKG000002035,PAY000002035,issued,2013-07-02 08:59:53,NONE,44.0
TKT000002036,BKG000002036,PAY000002036,issued,2014-11-23 02:06:15,NONE,29.0
TKT000002037,BKG000002037,PAY000002037,issued,2014-05-02 09:47:25,NONE,37.0
TKT000002038,BKG000002038,PAY000002038,issued,2014-03-02 20:30:33,NONE,43.0
TKT000002039,BKG000002039,PAY000002039,issued,2014-09-27 10:36:11,NONE,3.0
TKT000002040,BKG000002040,PAY000002040,issued,2014-06-13 11:47:09,NONE,16.0
TKT000002041,BKG000002041,PAY000002041,not_issued_payment_failed,,NONE,
TKT000002042,BKG000002042,PAY000002042,issued,2014-06-22 14:32:26,NONE,31.0
TKT000002043,BKG000002043,PAY000002043,issued,2014-08-23 17:36:45,NONE,34.0
TKT000002044,BKG000002044,PAY000002044,issued,2013-06-01 16:35:19,NONE,18.0
TKT000002045,BKG000002045,PAY000002045,issued,2014-08-12 12:00:13,NONE,4.0
TKT000002046,BKG000002046,PAY000002046,issued,2014-03-13 09:10:36,NONE,1281.0
TKT000002047,BKG000002047,PAY000002047,issued,2014-06-08 00:36:08,NONE,20.0
TKT000002048,BKG000002048,PAY000002048,issued,2013-09-05 18:17:31,NONE,33.0
TKT000002049,BKG000002049,PAY000002049,issued,2014-05-22 21:51:40,NONE,16.0
TKT000002050,BKG000002050,PAY000002050,issued,2013-01-31 14:54:41,NONE,35.0
TKT000002051,BKG000002051,PAY000002051,issued,2013-10-11 18:03:10,NONE,7.0
TKT000002052,BKG000002052,PAY000002052,issued,2014-07-29 12:58:19,NONE,37.0
TKT000002053,BKG000002053,PAY000002053,issued,2014-02-26 14:12:09,NONE,21.0
TKT000002054,BKG000002054,PAY000002054,issued,2014-05-10 13:18:37,NONE,35.0
TKT000002055,BKG000002055,PAY000002055,issued,2014-12-06 15:45:22,NONE,28.0
TKT000002056,BKG000002056,PAY000002056,issued,2014-03-30 19:11:42,NONE,40.0
TKT000002057,BKG000002057,PAY000002057,issued,2014-11-07 16:28:59,NONE,45.0
TKT000002058,BKG000002058,PAY000002058,failed,2014-04-09 11:03:45,SUPPLIER_ERROR,6.0
TKT000002059,BKG000002059,PAY000002059,issued,2013-10-16 20:11:43,NONE,40.0
TKT000002060,BKG000002060,PAY000002060,issued,2013-11-11 17:04:29,NONE,34.0
TKT000002061,BKG000002061,PAY000002061,issued,2014-06-04 10:55:44,NONE,5.0
TKT000002062,BKG000002062,PAY000002062,issued,2014-01-02 20:57:55,NONE,45.0
TKT000002063,BKG000002063,PAY000002063,not_issued_payment_failed,,NONE,
TKT000002064,BKG000002064,PAY000002064,issued,2014-11-17 12:52:12,NONE,28.0
TKT000002065,BKG000002065,PAY000002065,issued,2013-09-03 09:32:11,NONE,45.0
TKT000002066,BKG000002066,PAY000002066,issued,2014-06-21 18:35:31,NONE,25.0
TKT000002067,BKG000002067,PAY000002067,issued,2014-01-30 12:31:57,NONE,31.0
TKT000002068,BKG000002068,PAY000002068,issued,2013-11-23 10:07:00,NONE,30.0
TKT000002069,BKG000002069,PAY000002069,issued,2014-12-30 06:53:26,NONE,25.0
TKT000002070,BKG000002070,PAY000002070,issued,2014-02-19 18:32:02,NONE,45.0
TKT000002071,BKG000002071,PAY000002071,issued,2014-12-12 07:19:12,NONE,17.0
TKT000002072,BKG000002072,PAY000002072,issued,2014-12-12 07:55:12,NONE,35.0
TKT000002073,BKG000002073,PAY000002073,issued,2013-03-22 17:13:47,NONE,17.0
TKT000002074,BKG000002074,PAY000002074,issued,2014-11-06 16:26:57,NONE,27.0
TKT000002075,BKG000002075,PAY000002075,issued,2014-02-20 13:42:50,NONE,24.0
TKT000002076,BKG000002076,PAY000002076,issued,2013-06-13 17:57:33,NONE,28.0
TKT000002077,BKG000002077,PAY000002077,issued,2014-05-23 09:45:53,NONE,5.0
TKT000002078,BKG000002078,PAY000002078,pending,2014-12-08 11:05:48,TICKETING_TIMEOUT,13.0
TKT000002079,BKG000002079,PAY000002079,issued,2013-11-21 15:48:18,NONE,40.0
TKT000002080,BKG000002080,PAY000002080,issued,2013-12-24 11:39:51,NONE,16.0
TKT000002081,BKG000002081,PAY000002081,issued,2013-05-20 14:22:22,NONE,816.0
TKT000002082,BKG000002082,PAY000002082,not_issued_payment_failed,,NONE,
TKT000002083,BKG000002083,PAY000002083,issued,2014-08-26 16:08:09,NONE,41.0
TKT000002084,BKG000002084,PAY000002084,issued,2014-07-17 14:37:53,NONE,4.0
TKT000002085,BKG000002085,PAY000002085,issued,2013-11-19 01:52:21,NONE,21.0
TKT000002086,BKG000002086,PAY000002086,issued,2013-07-30 13:17:20,NONE,39.0
TKT000002087,BKG000002087,PAY000002087,issued,2013-03-14 18:21:17,NONE,13.0
TKT000002088,BKG000002088,PAY000002088,pending,2013-04-19 17:05:13,TICKETING_TIMEOUT,6.0
TKT000002089,BKG000002089,PAY000002089,issued,2014-05-26 09:35:17,NONE,45.0
TKT000002090,BKG000002090,PAY000002090,issued,2014-06-03 20:42:34,NONE,25.0
TKT000002091,BKG000002091,PAY000002091,issued,2014-10-02 17:50:42,NONE,37.0
TKT000002092,BKG000002092,PAY000002092,issued,2014-07-16 19:36:21,NONE,34.0
TKT000002093,BKG000002093,PAY000002093,issued,2014-06-19 17:48:05,NONE,38.0
TKT000002094,BKG000002094,PAY000002094,issued,2013-04-21 20:39:48,NONE,25.0
TKT000002095,BKG000002095,PAY000002095,not_issued_payment_failed,,NONE,
TKT000002096,BKG000002096,PAY000002096,not_issued_payment_failed,,NONE,
TKT000002097,BKG000002097,PAY000002097,issued,2013-09-26 03:58:35,NONE,19.0
TKT000002098,BKG000002098,PAY000002098,issued,2013-08-05 18:00:21,NONE,30.0
TKT000002099,BKG000002099,PAY000002099,issued,2014-08-24 21:47:01,NONE,37.0
