booking_id,customer_id,device,country,route_or_destination,amount,payment_method,payment_status,payment_error_code,ticket_status,ticketing_error_code,ticketing_delay_minutes,refund_requested,refund_status,refund_reason,refund_amount,is_booking,is_payment_success,is_payment_failed,is_ticket_issued,is_ticket_failed,is_refunded,revenue_at_risk
BKG000000528,608411,desktop,66,27517,123.9,credit_card,success,NONE,issued,NONE,780.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000529,399699,desktop,66,11319,225.88,bank_transfer,success,NONE,issued,NONE,10.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000530,977093,desktop,66,26994,659.69,credit_card,success,NONE,issued,NONE,29.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000531,497748,desktop,215,8260,640.36,debit_card,success,NONE,issued,NONE,38.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000532,207519,desktop,3,23462,1172.29,credit_card,success,NONE,issued,NONE,916.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000533,599817,mobile,66,8235,401.46,debit_card,success,NONE,issued,NONE,45.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000534,114773,desktop,194,8282,598.57,credit_card,success,NONE,issued,NONE,4.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000535,923001,desktop,66,17520,1290.38,debit_card,success,NONE,issued,NONE,41.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000536,905,desktop,66,64627,149.29,credit_card,success,NONE,issued,NONE,17.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000537,877979,desktop,66,8270,1628.99,bank_transfer,success,NONE,issued,NONE,20.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000538,675588,desktop,66,8278,238.36,credit_card,success,NONE,issued,NONE,23.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000539,1027141,desktop,66,12193,308.63,debit_card,success,NONE,issued,NONE,26.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000540,1071428,desktop,52,8798,613.44,apple_pay,success,NONE,issued,NONE,38.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000541,1059537,desktop,69,11643,741.05,paypal,success,NONE,issued,NONE,17.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000542,1098291,desktop,77,8253,149.86,debit_card,success,NONE,issued,NONE,28.0,True,approved,duplicate_booking,149.86,1,1,0,1,0,1,149.86
BKG000000543,618820,desktop,66,8260,319.01,debit_card,success,NONE,issued,NONE,45.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000544,313500,desktop,205,27186,343.11,credit_card,success,NONE,issued,NONE,14.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000545,635718,desktop,69,19035,243.51,bank_transfer,success,NONE,issued,NONE,44.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000546,1030430,desktop,205,22076,249.38,credit_card,failed,CARD_DECLINED,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,249.38
BKG000000547,215004,desktop,68,19941,299.4,paypal,success,NONE,issued,NONE,13.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000548,973877,desktop,154,61413,152.06,debit_card,success,NONE,pending,AIRLINE_CONFIRMATION_FAILED,36.0,False,not_requested,not_requested,0.0,1,1,0,0,0,0,0.0
BKG000000549,449750,desktop,66,8812,327.31,google_pay,success,NONE,issued,NONE,24.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000550,1150236,desktop,215,1630,283.3,paypal,success,NONE,issued,NONE,28.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000551,995947,desktop,66,1435,416.24,bank_transfer,success,NONE,issued,NONE,4.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000552,483550,desktop,205,25949,136.27,bank_transfer,success,NONE,issued,NONE,22.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000553,13288,desktop,3,20117,141.61,debit_card,success,NONE,issued,NONE,22.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000554,701527,desktop,66,27279,235.39,google_pay,success,NONE,issued,NONE,197.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000555,129142,desktop,66,8250,183.91,bank_transfer,success,NONE,pending,AIRLINE_CONFIRMATION_FAILED,40.0,False,not_requested,not_requested,0.0,1,1,0,0,0,0,0.0
BKG000000556,49796,desktop,119,8242,346.54,debit_card,success,NONE,issued,NONE,1326.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000557,186197,mobile,162,8225,689.67,debit_card,success,NONE,issued,NONE,704.0,True,pending,customer_cancelled,329.51,1,1,0,1,0,1,329.51
BKG000000558,444692,desktop,3,8220,442.95,debit_card,success,NONE,issued,NONE,6.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000559,979578,desktop,195,20278,208.09,credit_card,success,NONE,issued,NONE,11.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000560,406119,desktop,66,8279,244.18,debit_card,success,NONE,issued,NONE,16.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000561,762266,desktop,205,1901,185.19,credit_card,success,NONE,issued,NONE,30.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000562,597743,desktop,66,26023,159.66,credit_card,success,NONE,issued,NONE,11.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000563,212186,desktop,66,8260,1034.9,credit_card,success,NONE,issued,NONE,7.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000564,994741,desktop,133,51776,182.39,bank_transfer,success,NONE,issued,NONE,39.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000565,438241,desktop,66,8746,360.32,apple_pay,success,NONE,issued,NONE,5.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000566,505425,desktop,66,26943,458.37,google_pay,success,NONE,issued,NONE,34.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000567,3193,desktop,69,27076,418.85,credit_card,success,NONE,issued,NONE,10.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000568,703742,desktop,66,8250,294.93,debit_card,success,NONE,issued,NONE,6.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000569,1080935,desktop,66,11853,776.35,bank_transfer,success,NONE,issued,NONE,45.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000570,484629,desktop,66,19548,773.46,credit_card,success,NONE,issued,NONE,21.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000571,169313,desktop,66,8291,243.94,debit_card,success,NONE,issued,NONE,706.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000572,219469,desktop,205,8250,1471.54,credit_card,success,NONE,issued,NONE,17.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000573,799573,desktop,205,8258,475.65,credit_card,success,NONE,issued,NONE,32.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000574,333037,mobile,66,26152,257.92,credit_card,failed,AUTH_TIMEOUT,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,257.92
BKG000000575,1016424,desktop,66,27699,185.46,apple_pay,success,NONE,issued,NONE,25.0,True,approved,ticketing_failure,185.46,1,1,0,1,0,1,185.46
BKG000000576,243095,desktop,66,26414,554.17,credit_card,success,NONE,issued,NONE,15.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000577,732246,desktop,1,21098,235.12,debit_card,success,NONE,issued,NONE,14.0,True,approved,airline_schedule_change,235.12,1,1,0,1,0,1,235.12
BKG000000578,402780,desktop,66,11977,252.52,credit_card,success,NONE,issued,NONE,4.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000579,361319,mobile,119,8242,330.18,credit_card,success,NONE,issued,NONE,5.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000580,152903,desktop,66,23076,214.8,debit_card,success,NONE,pending,TICKETING_TIMEOUT,20.0,False,not_requested,not_requested,0.0,1,1,0,0,0,0,0.0
BKG000000581,190987,desktop,66,17494,392.92,google_pay,success,NONE,issued,NONE,17.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000582,1006563,desktop,66,17954,148.19,paypal,success,NONE,issued,NONE,17.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000583,856668,desktop,205,1901,313.36,credit_card,success,NONE,issued,NONE,43.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000584,976580,desktop,66,49090,855.89,debit_card,success,NONE,issued,NONE,44.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000585,859136,desktop,66,3555,504.96,debit_card,success,NONE,issued,NONE,28.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000586,802048,desktop,69,2524,207.73,credit_card,success,NONE,issued,NONE,15.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000587,133325,desktop,66,27279,114.25,apple_pay,success,NONE,issued,NONE,11.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000588,762783,mobile,205,11360,221.01,credit_card,success,NONE,issued,NONE,14.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000589,1061200,desktop,3,14127,828.89,debit_card,success,NONE,issued,NONE,5.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000590,427077,desktop,66,8265,224.94,paypal,success,NONE,issued,NONE,24.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000591,427077,desktop,66,8265,188.02,bank_transfer,success,NONE,failed,AIRLINE_CONFIRMATION_FAILED,37.0,False,not_requested,not_requested,0.0,1,1,0,0,1,0,188.02
BKG000000592,877039,desktop,66,8243,219.67,credit_card,success,NONE,issued,NONE,10.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000593,762347,desktop,205,8818,510.03,paypal,success,NONE,issued,NONE,18.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000594,78645,desktop,66,8250,251.69,bank_transfer,success,NONE,issued,NONE,44.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000595,1197883,desktop,3,8740,193.84,apple_pay,success,NONE,issued,NONE,34.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000596,894435,desktop,66,12239,198.66,paypal,success,NONE,issued,NONE,29.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000597,1160450,desktop,1,8254,376.84,apple_pay,success,NONE,issued,NONE,41.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000598,611754,desktop,66,8268,790.42,credit_card,success,NONE,issued,NONE,7.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000599,611754,desktop,66,8268,644.29,debit_card,success,NONE,issued,NONE,38.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000600,709360,desktop,66,8267,2344.85,debit_card,success,NONE,issued,NONE,8.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000601,1171755,mobile,66,8277,200.75,credit_card,success,NONE,issued,NONE,23.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000602,319596,mobile,66,21645,587.26,bank_transfer,success,NONE,issued,NONE,23.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000603,897835,desktop,66,8747,209.73,credit_card,failed,CARD_DECLINED,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,209.73
BKG000000604,716626,desktop,66,8832,221.24,google_pay,success,NONE,issued,NONE,38.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000605,661089,desktop,205,27657,246.98,credit_card,success,NONE,pending,AIRLINE_CONFIRMATION_FAILED,41.0,False,not_requested,not_requested,0.0,1,1,0,0,0,0,0.0
BKG000000606,152089,desktop,66,8811,498.68,paypal,success,NONE,issued,NONE,3.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000607,14357,desktop,66,8221,437.82,apple_pay,success,NONE,issued,NONE,44.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000608,734279,desktop,154,11353,471.73,credit_card,success,NONE,issued,NONE,28.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000609,607763,desktop,231,12280,89.18,paypal,success,NONE,issued,NONE,7.0,True,approved,payment_dispute,89.18,1,1,0,1,0,1,89.18
BKG000000610,24532,mobile,195,46977,882.41,credit_card,success,NONE,issued,NONE,34.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000611,669426,desktop,205,41548,235.23,credit_card,success,NONE,issued,NONE,16.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000612,1180139,desktop,3,8745,235.29,credit_card,success,NONE,issued,NONE,24.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000613,966817,desktop,1,8267,1182.52,credit_card,success,NONE,issued,NONE,9.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000614,995660,desktop,66,8230,990.2,paypal,success,NONE,issued,NONE,37.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000615,1061382,desktop,66,8271,1184.48,credit_card,success,NONE,issued,NONE,19.0,True,rejected,customer_cancelled,0.0,1,1,0,1,0,1,0.0
BKG000000616,29080,mobile,66,12603,391.39,credit_card,failed,CARD_DECLINED,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,391.39
BKG000000617,142164,desktop,66,13646,324.55,bank_transfer,success,NONE,issued,NONE,15.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000618,1092829,desktop,66,42609,399.44,debit_card,success,NONE,issued,NONE,17.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000619,94924,desktop,66,4907,111.28,credit_card,success,NONE,issued,NONE,36.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000620,670892,desktop,194,8819,496.46,debit_card,success,NONE,issued,NONE,42.0,True,rejected,payment_dispute,0.0,1,1,0,1,0,1,0.0
BKG000000621,1058357,desktop,66,1427,121.33,credit_card,failed,PAYMENT_PROVIDER_ERROR,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,121.33
BKG000000622,484842,desktop,46,8213,346.0,paypal,success,NONE,issued,NONE,26.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000623,709774,desktop,66,12192,141.32,debit_card,success,NONE,issued,NONE,34.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000624,287968,mobile,66,27081,400.44,credit_card,success,NONE,issued,NONE,36.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000625,595543,desktop,66,24548,143.35,apple_pay,success,NONE,issued,NONE,18.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000626,1117561,desktop,46,33496,305.89,paypal,success,NONE,issued,NONE,23.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000627,1034669,desktop,205,26412,130.94,credit_card,success,NONE,issued,NONE,36.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000628,1108661,desktop,205,6033,142.12,credit_card,failed,PAYMENT_PROVIDER_ERROR,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,142.12
BKG000000629,1029848,desktop,66,8254,110.6,debit_card,success,NONE,issued,NONE,29.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000630,79284,desktop,69,33354,214.39,credit_card,success,NONE,issued,NONE,1272.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000631,987704,desktop,66,61702,227.42,credit_card,success,NONE,issued,NONE,37.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000632,999791,desktop,195,23857,667.37,credit_card,success,NONE,issued,NONE,3.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000633,911864,desktop,66,11853,400.66,credit_card,success,NONE,issued,NONE,5.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000634,771721,desktop,66,25753,185.01,credit_card,success,NONE,issued,NONE,44.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000635,128513,desktop,215,8245,1556.38,credit_card,success,NONE,issued,NONE,7.0,True,approved,ticketing_failure,1154.07,1,1,0,1,0,1,1154.07
BKG000000636,165130,desktop,66,12010,157.32,apple_pay,success,NONE,issued,NONE,14.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000637,41799,desktop,66,4211,1875.67,apple_pay,success,NONE,issued,NONE,42.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000638,675617,desktop,66,8267,211.33,credit_card,success,NONE,issued,NONE,45.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000639,11299,desktop,133,20987,278.93,credit_card,success,NONE,issued,NONE,14.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000640,31974,mobile,46,8746,336.11,bank_transfer,success,NONE,issued,NONE,704.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000641,547568,desktop,205,8184,519.68,debit_card,success,NONE,issued,NONE,1215.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000642,377635,mobile,66,5781,228.55,credit_card,success,NONE,issued,NONE,21.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000643,329190,desktop,66,16017,411.86,google_pay,success,NONE,issued,NONE,7.0,True,approved,ticketing_failure,179.56,1,1,0,1,0,1,179.56
BKG000000644,776498,desktop,205,11813,129.81,credit_card,success,NONE,issued,NONE,13.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000645,918411,desktop,66,12267,241.58,paypal,success,NONE,issued,NONE,28.0,True,approved,payment_dispute,241.58,1,1,0,1,0,1,241.58
BKG000000646,944460,desktop,66,19493,510.23,paypal,success,NONE,issued,NONE,33.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000647,539204,desktop,205,26022,151.06,apple_pay,success,NONE,issued,NONE,34.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000648,506448,desktop,66,8266,160.18,paypal,success,NONE,issued,NONE,15.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000649,1086090,desktop,66,8253,597.43,debit_card,failed,AUTH_TIMEOUT,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,597.43
BKG000000650,882464,desktop,66,23686,355.78,debit_card,failed,AUTH_TIMEOUT,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,355.78
BKG000000651,579268,desktop,205,26980,382.09,credit_card,failed,AUTH_TIMEOUT,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,382.09
BKG000000652,196863,desktop,66,21472,150.71,credit_card,success,NONE,issued,NONE,24.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000653,246505,desktop,46,8253,209.38,credit_card,failed,CARD_DECLINED,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,209.38
BKG000000654,747165,desktop,66,8271,432.31,google_pay,success,NONE,issued,NONE,33.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000655,624744,desktop,133,28097,446.43,credit_card,success,NONE,issued,NONE,13.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000656,151696,desktop,69,44035,108.38,google_pay,failed,CARD_DECLINED,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,108.38
BKG000000657,371338,desktop,205,17401,117.13,debit_card,success,NONE,issued,NONE,8.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000658,91356,desktop,182,8278,109.77,paypal,success,NONE,issued,NONE,36.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000659,380196,desktop,149,8245,499.37,debit_card,success,NONE,issued,NONE,45.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000660,380196,desktop,149,8245,409.19,credit_card,success,NONE,issued,NONE,21.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000661,1090768,desktop,179,8267,238.35,credit_card,success,NONE,issued,NONE,3.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000662,708531,desktop,66,8747,1779.58,debit_card,success,NONE,issued,NONE,7.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000663,1180250,desktop,3,8220,255.02,debit_card,success,NONE,issued,NONE,3.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000664,806497,desktop,66,12009,497.35,credit_card,success,NONE,issued,NONE,10.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000665,868413,desktop,66,328,169.25,credit_card,success,NONE,issued,NONE,9.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000666,725189,desktop,205,22238,98.19,google_pay,success,NONE,issued,NONE,15.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000667,426312,desktop,66,26235,116.0,credit_card,success,NONE,issued,NONE,45.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000668,992563,desktop,66,21915,223.29,credit_card,success,NONE,issued,NONE,32.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000669,269618,desktop,66,30146,779.63,debit_card,success,NONE,issued,NONE,36.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000670,500787,mobile,66,8281,972.83,debit_card,success,NONE,issued,NONE,35.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000671,13417,desktop,69,8797,168.78,credit_card,success,NONE,failed,AIRLINE_CONFIRMATION_FAILED,6.0,False,not_requested,not_requested,0.0,1,1,0,0,1,0,168.78
BKG000000672,417019,desktop,66,7153,364.72,credit_card,success,NONE,issued,NONE,43.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000673,1001778,desktop,205,11922,246.91,google_pay,failed,INSUFFICIENT_FUNDS,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,246.91
BKG000000674,755204,desktop,66,147,166.51,paypal,success,NONE,issued,NONE,27.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000675,331592,desktop,66,12856,183.22,paypal,success,NONE,issued,NONE,13.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000676,894711,desktop,69,19945,329.45,credit_card,success,NONE,issued,NONE,27.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000677,657297,desktop,66,8796,157.93,paypal,success,NONE,issued,NONE,40.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000678,162803,desktop,48,68,227.69,apple_pay,success,NONE,issued,NONE,42.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000679,1151101,desktop,205,25944,128.38,paypal,success,NONE,issued,NONE,25.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000680,1159379,desktop,77,20896,290.13,credit_card,success,NONE,issued,NONE,21.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000681,317646,desktop,66,8254,343.81,paypal,success,NONE,issued,NONE,28.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000682,588692,desktop,205,6292,292.34,google_pay,success,NONE,pending,SUPPLIER_ERROR,18.0,False,not_requested,not_requested,0.0,1,1,0,0,0,0,0.0
BKG000000683,492064,desktop,69,12707,239.67,credit_card,success,NONE,issued,NONE,9.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000684,56000,desktop,63,47245,209.78,bank_transfer,success,NONE,issued,NONE,45.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000685,398912,desktop,66,12270,195.83,credit_card,success,NONE,issued,NONE,43.0,True,approved,airline_schedule_change,195.83,1,1,0,1,0,1,195.83
BKG000000686,706298,desktop,66,1278,292.18,apple_pay,success,NONE,issued,NONE,24.0,True,approved,ticketing_failure,292.18,1,1,0,1,0,1,292.18
BKG000000687,992131,desktop,63,8267,1051.17,apple_pay,success,NONE,issued,NONE,18.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000688,1140960,desktop,66,28637,151.1,debit_card,success,NONE,issued,NONE,42.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000689,856580,desktop,26,8803,773.31,credit_card,success,NONE,issued,NONE,39.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000690,874625,desktop,66,8802,199.09,paypal,success,NONE,issued,NONE,8.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000691,295356,desktop,66,9147,242.75,debit_card,success,NONE,issued,NONE,42.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000692,598998,desktop,195,8812,512.94,debit_card,success,NONE,pending,TICKETING_TIMEOUT,27.0,False,not_requested,not_requested,0.0,1,1,0,0,0,0,0.0
BKG000000693,597623,desktop,50,8282,908.96,paypal,success,NONE,issued,NONE,14.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000694,351971,mobile,66,14265,163.94,debit_card,success,NONE,issued,NONE,30.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000695,366946,mobile,55,8817,460.93,apple_pay,success,NONE,issued,NONE,17.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000696,1104055,mobile,66,8266,191.26,apple_pay,success,NONE,issued,NONE,22.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000697,735472,desktop,66,8230,352.03,paypal,failed,CARD_DECLINED,not_issued_payment_failed,NONE,,,,,0.0,1,0,1,0,1,0,352.03
BKG000000698,1097880,desktop,12,8293,137.45,debit_card,success,NONE,issued,NONE,28.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000699,921624,desktop,46,8747,635.65,google_pay,success,NONE,issued,NONE,12.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000700,428069,desktop,69,8745,297.81,credit_card,success,NONE,issued,NONE,30.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000701,1088887,desktop,66,8231,205.61,credit_card,success,NONE,issued,NONE,22.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000702,552458,desktop,10,41773,241.43,apple_pay,success,NONE,issued,NONE,39.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
BKG000000703,1148982,desktop,66,12000,455.94,debit_card,success,NONE,issued,NONE,27.0,False,not_requested,not_requested,0.0,1,1,0,1,0,0,0.0
