Unnamed: 0,date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster
31397358,2013-03-28 16:57:29,2,3,66,331,40665,633.5048,649153,0,0,3,2013-04-25,2013-04-27,1,1,1,11353,1,0,1,2,50,699,72
1465221,2014-02-10 15:31:59,2,3,66,348,48862,642.4951,1078191,0,0,1,2014-02-21,2014-02-22,2,0,1,8793,1,1,1,2,50,677,25
24660609,2013-04-12 17:54:17,2,3,66,174,42586,1944.1289,868328,0,0,9,2013-05-13,2013-05-15,2,0,1,8265,1,0,1,2,50,647,4
18765667,2014-11-05 15:24:20,11,3,205,385,30973,,433881,0,0,9,2014-11-13,2014-11-17,1,0,1,325,6,0,1,2,50,368,42
31590228,2013-03-19 11:08:54,30,4,195,991,22648,,1180058,0,0,5,2013-05-07,2013-05-08,1,0,1,41544,1,0,1,0,34,97,58
17484549,2014-03-30 22:38:06,2,3,66,174,24103,102.714,710154,0,0,0,2014-05-08,2014-05-12,2,0,1,9147,1,0,1,2,50,367,21
25488347,2013-05-09 18:20:42,17,1,140,17,53120,,93635,0,0,2,2013-07-21,2013-07-24,1,0,1,468,1,0,2,3,48,153,89
1751355,2014-03-18 09:22:25,24,2,3,38,10474,,713518,0,0,2,2014-04-09,2014-04-12,1,0,1,8822,1,0,1,3,130,91,58
4064820,2014-11-22 22:38:48,23,1,63,431,43836,381.2657,926295,1,1,0,2014-11-27,2014-11-29,2,0,1,8289,1,0,4,6,107,36,64
2719947,2013-04-12 20:37:23,2,3,66,174,17760,129.9795,1010969,0,0,0,2013-04-18,2013-04-20,2,0,1,24286,6,0,2,2,50,356,40
31311946,2014-07-07 12:30:55,2,3,66,174,52099,2436.4052,430407,0,0,5,2014-07-20,2014-07-23,2,0,1,7620,3,0,1,2,50,676,99
11786292,2014-05-07 15:09:41,2,3,66,184,35952,550.2555,885556,0,0,9,2014-05-29,2014-06-01,2,0,1,12206,6,0,1,2,50,628,45
23800761,2014-09-22 18:03:05,2,3,66,321,37711,,50335,0,1,0,2015-03-11,2015-03-17,2,0,1,8810,1,0,7,4,8,1532,64
7512648,2014-09-16 09:09:24,2,3,66,322,44140,892.5083,393368,0,0,1,2014-10-10,2014-10-12,2,0,1,12126,1,0,1,2,50,609,50
30478262,2014-02-21 10:49:49,26,0,66,356,33823,2391.8286,640488,0,0,9,2014-02-21,2014-02-23,2,0,1,8787,1,0,1,4,8,109,96
17638078,2013-12-25 03:25:09,2,3,55,23,47551,,1120939,0,0,9,2014-10-15,2014-10-18,2,0,1,8785,1,0,1,6,105,35,86
31447155,2014-07-13 06:10:42,2,3,66,442,12416,200.2845,780429,0,0,9,2014-08-01,2014-08-03,2,2,1,367,1,0,3,2,50,745,42
11275897,2013-01-11 17:10:39,2,3,66,363,12346,2326.1244,144558,0,1,9,2013-02-15,2013-02-24,2,0,1,12220,6,0,2,4,8,118,62
36771545,2014-12-03 17:29:41,35,2,70,47,14566,,396772,0,1,9,2015-01-24,2015-01-26,2,0,1,347,1,0,1,3,182,52,57
28243648,2014-11-15 09:45:27,2,3,66,321,15982,,889045,1,0,9,2015-01-02,2015-01-03,2,0,1,27703,6,0,1,2,50,646,59
26593211,2014-08-05 09:15:54,2,3,66,346,19149,2562.9168,1051012,0,1,9,2015-01-14,2015-01-18,1,0,1,8864,1,0,2,4,47,1508,73
10462136,2014-08-13 06:51:07,2,3,66,348,16969,,628404,0,0,0,2014-08-13,2014-08-14,2,1,1,25258,6,0,3,2,50,440,23
24041514,2014-05-22 14:21:54,2,3,66,348,33767,3586.6274,991557,0,0,9,2014-07-07,2014-07-09,1,0,1,12243,6,0,1,6,204,27,17
13611442,2014-06-11 02:57:58,2,3,55,477,31281,,997673,0,0,9,2014-06-12,2014-06-13,2,0,1,52488,6,0,2,6,77,774,36
6845134,2014-05-12 18:52:45,2,3,23,63,53457,,956118,0,0,9,2014-05-30,2014-06-09,1,0,1,8267,1,0,1,2,50,675,41
28700201,2014-03-19 05:14:32,2,3,66,363,14259,,898490,0,0,2,2014-06-28,2014-06-29,1,2,1,8229,1,0,1,2,50,678,50
21467345,2013-08-10 22:15:11,11,3,205,354,6431,2109.7329,1120046,0,1,2,2013-08-19,2013-08-26,2,0,1,8250,1,0,3,2,50,628,45
8895112,2014-05-26 23:40:31,34,3,205,354,43201,381.4415,1015082,0,0,9,2014-05-28,2014-05-31,3,0,2,24919,6,1,1,2,50,676,21
31148201,2013-06-10 16:31:26,24,2,3,38,48999,,1189733,0,0,9,2013-06-30,2013-07-05,2,0,1,8745,1,0,1,6,204,27,75
11656636,2014-11-01 14:40:49,18,2,119,0,27731,,397180,0,0,0,2015-04-29,2015-05-03,2,1,1,18779,5,0,1,3,106,156,64
10406469,2014-07-13 21:43:10,2,3,66,196,2428,207.0978,411383,0,0,3,2014-08-16,2014-08-18,5,0,1,8267,1,0,1,2,50,675,70
35274173,2014-04-17 01:52:10,24,2,3,49,4463,,689324,0,0,9,2014-04-24,2014-04-25,1,0,1,8256,1,0,1,3,82,230,30
24796737,2013-08-08 07:56:09,13,1,46,347,29616,4038.1911,139613,0,0,2,2013-08-09,2013-08-10,1,0,1,27080,6,1,1,2,50,641,76
33890481,2014-11-11 14:31:08,2,3,66,174,41886,374.6668,651816,0,0,9,2014-11-16,2014-11-17,1,0,1,12826,5,0,1,2,50,1230,6
34408121,2014-08-11 21:21:46,8,4,77,824,43506,3905.7862,1182912,0,0,9,2014-12-24,2014-12-29,2,0,1,8819,1,0,2,3,168,1242,64
7836523,2014-12-24 09:09:09,2,3,66,256,53274,396.0835,109030,0,0,2,2015-06-26,2015-06-28,2,0,1,8281,1,0,1,2,50,663,48
14656686,2014-09-22 09:23:26,2,3,66,258,35380,903.8369,479063,0,0,2,2014-11-22,2014-11-25,2,0,1,8223,1,0,1,2,50,690,98
17896107,2014-10-19 10:07:22,11,3,205,155,14703,5891.9792,551780,0,0,9,2015-09-04,2015-09-13,2,0,1,14907,1,0,1,0,87,58,80
26171745,2014-11-22 20:45:19,8,4,77,462,3492,1842.6531,1028734,0,0,5,2015-02-21,2015-02-22,2,0,1,22146,6,1,1,0,63,1083,2
8321807,2014-03-30 22:20:16,2,3,66,356,4779,496.7549,332323,0,0,4,2014-05-05,2014-05-06,2,0,1,8279,1,0,2,2,50,1230,4
5564332,2014-12-17 20:21:09,2,3,66,442,7145,17.5266,1183127,1,0,2,2015-01-17,2015-01-18,1,1,1,8235,1,0,1,2,50,406,99
37559546,2013-09-22 18:09:42,2,3,66,448,32112,3714.1503,841394,0,0,9,2014-02-07,2014-02-08,1,0,1,23507,6,0,1,6,70,19,77
9752455,2014-03-26 13:59:56,34,3,205,354,25315,342.9267,365920,0,1,9,2014-05-08,2014-05-11,2,0,1,8267,1,0,1,2,50,675,55
10414227,2013-06-07 20:05:35,2,3,231,48,2982,,433104,0,0,9,2013-07-11,2013-07-14,4,1,2,12281,6,0,1,2,50,191,41
28329738,2014-12-18 11:54:52,2,3,66,346,31371,806.4671,1109982,0,0,9,2014-12-18,2014-12-19,2,0,1,11976,1,0,1,2,50,664,32
26090726,2014-10-20 08:34:33,2,3,66,448,24848,129.0935,805126,0,0,9,2014-11-27,2014-11-29,2,0,1,8271,1,0,1,2,50,696,98
35333220,2014-11-04 12:14:44,2,3,66,448,18192,,912333,0,0,9,2014-11-23,2014-11-24,2,2,1,25337,6,0,1,2,50,191,91
158041,2013-02-03 14:14:27,8,4,77,824,25973,,599025,1,0,0,2013-02-12,2013-02-14,2,0,1,12402,5,0,1,6,204,1452,11
4855762,2014-06-16 14:55:21,2,3,19,38,47318,,530816,0,1,9,2014-08-10,2014-08-24,2,0,1,28637,6,0,1,2,50,1538,93
25114636,2014-04-10 06:20:01,2,3,23,48,4924,,28321,0,0,9,2014-06-03,2014-06-07,2,0,1,8746,1,0,3,6,105,29,82
23044674,2014-12-25 17:04:41,2,3,66,348,20067,1896.6124,807054,0,1,3,2015-04-03,2015-04-09,2,0,1,11942,1,0,2,4,193,99,80
34467549,2014-08-20 10:22:21,2,3,66,314,32369,,173245,0,1,9,2014-09-24,2014-09-29,1,0,1,468,1,0,1,3,48,153,64
29697517,2014-07-13 05:12:41,34,3,205,135,27655,2580.4101,1056708,0,0,2,2014-12-17,2014-12-21,2,0,1,14882,1,0,1,4,8,1401,59
35927783,2013-11-05 11:20:23,23,1,1,450,38464,,823155,0,1,1,2014-01-01,2014-01-07,2,0,1,8255,1,0,2,6,77,20,64
36635557,2014-11-01 16:21:29,34,3,205,354,25315,3572.6839,1082396,0,0,9,2014-11-13,2014-11-16,2,0,1,3404,6,0,1,6,70,306,30
22194196,2014-04-16 10:44:07,2,3,47,22,9747,,36921,0,0,9,2014-05-05,2014-05-06,2,0,1,13949,6,0,1,3,106,106,58
36857286,2014-07-02 06:30:50,2,3,66,351,7929,398.7107,720108,0,1,9,2014-07-18,2014-07-20,2,0,1,8291,1,0,1,2,50,191,98
25691433,2013-11-26 21:04:57,2,3,215,646,51733,1272.8066,748021,0,0,9,2014-01-06,2014-01-11,3,0,1,17520,3,0,1,2,50,682,0
35659362,2014-04-17 15:22:44,37,1,69,697,1579,,970462,0,0,1,2014-04-19,2014-04-20,1,0,1,8788,1,0,2,6,77,2,22
18125885,2014-10-05 21:02:07,24,2,3,50,5703,,1173355,1,0,1,2014-10-11,2014-10-13,2,0,1,8822,1,0,1,3,130,91,64
23155048,2014-10-10 11:30:31,30,4,195,548,56440,,3145,0,0,9,2015-01-22,2015-01-25,4,4,2,8250,1,0,2,2,50,628,50
1520731,2014-08-25 09:54:55,2,3,66,174,36710,5315.8214,32493,0,0,0,2014-10-15,2014-10-17,4,0,2,1517,1,0,1,4,124,1952,30
2898995,2014-03-24 16:51:06,2,3,66,442,35390,1735.7226,286588,0,0,9,2014-09-15,2014-09-16,4,0,2,8833,1,0,1,2,50,1012,93
37327454,2013-08-27 11:17:13,2,3,66,322,44140,4205.6422,1165957,0,1,0,2013-09-02,2013-09-08,1,0,1,8253,1,1,1,6,70,19,17
18780207,2014-04-30 05:24:57,2,3,66,294,10593,182.5883,468875,0,0,9,2014-05-02,2014-05-04,2,1,1,49626,4,0,1,2,50,712,3
26611865,2013-05-19 16:35:31,37,1,69,1011,12276,,1104399,1,0,9,2013-06-18,2013-06-20,2,0,1,12175,6,0,4,2,50,366,94
7407327,2014-08-11 13:33:35,34,3,205,135,36086,2493.8614,83496,0,1,9,2014-12-22,2015-01-01,2,0,1,8787,1,0,1,4,8,109,61
24684376,2014-05-07 14:45:07,2,3,66,174,16878,1759.6236,965129,0,0,9,2014-06-15,2014-06-22,2,1,1,3801,3,0,1,2,50,533,94
14299801,2014-10-26 17:05:16,2,3,66,337,44102,243.6429,679235,0,0,1,2014-10-31,2014-11-01,2,0,1,25204,1,0,1,2,50,739,93
1033165,2014-01-31 15:50:51,2,3,66,174,34571,281.1507,992529,0,0,9,2014-05-24,2014-05-25,2,0,1,12000,1,0,1,2,50,1015,72
17863247,2014-12-24 12:52:19,2,3,66,220,2086,1.6711,485896,0,0,9,2014-12-24,2014-12-25,1,0,1,8260,1,0,1,2,50,701,77
5034917,2014-09-07 00:57:09,2,3,66,462,10651,2318.5215,1012273,1,0,1,2014-09-09,2014-09-10,2,0,1,46652,4,0,1,2,50,455,77
33941018,2013-11-13 09:33:59,2,3,66,337,34922,,823429,0,0,9,2013-11-15,2013-11-17,2,0,1,11569,1,0,1,2,50,623,89
32474731,2013-05-01 14:36:17,2,3,66,462,49272,2396.05,1167296,0,0,9,2013-05-16,2013-05-17,2,0,1,12483,5,0,1,2,50,737,48
9234869,2014-12-14 01:24:42,2,3,66,174,32001,533.7403,977383,0,0,0,2014-12-21,2014-12-22,2,0,1,1391,1,0,1,2,50,1203,39
10307625,2014-10-19 21:20:09,2,3,66,462,52482,146.6017,65315,1,0,0,2014-11-07,2014-11-09,2,2,1,8273,1,0,2,2,50,660,25
31135003,2014-11-14 17:18:12,24,2,3,59,26212,,1169366,0,0,9,2014-12-16,2014-12-21,1,0,1,669,3,0,2,2,50,212,91
9840207,2014-06-28 04:57:01,2,3,66,321,47535,541.8945,694824,0,0,2,2014-08-02,2014-08-03,2,0,1,26681,6,0,1,2,50,507,60
32723314,2013-10-14 07:12:46,2,3,66,226,47654,222.0903,638487,0,0,9,2013-10-14,2013-10-21,4,0,2,27466,6,0,1,2,50,647,40
21735111,2014-11-28 10:35:46,34,3,205,330,34157,733.8394,834258,0,0,9,2014-12-31,2015-01-01,2,0,1,26022,6,0,2,2,198,397,83
22628905,2014-05-17 23:12:14,11,3,205,135,12796,,412869,1,0,1,2014-06-07,2014-06-08,2,2,1,13030,4,0,1,2,198,374,33
26324366,2013-04-11 11:19:31,2,3,66,348,48862,1545.109,266284,0,1,9,2013-06-25,2013-06-29,2,0,1,8791,1,0,1,4,8,110,66
4191933,2014-03-30 16:23:02,2,3,66,331,40794,2032.3714,29286,0,0,9,2014-05-26,2014-05-30,2,0,1,12206,6,0,2,2,50,628,45
3727895,2014-11-20 09:17:54,2,3,66,174,47632,2532.8496,56390,0,0,9,2014-12-18,2014-12-24,2,0,1,669,3,0,1,2,50,212,97
28122344,2014-11-24 09:36:25,2,3,27,301,33332,,547527,0,0,1,2014-11-24,2014-11-29,1,0,1,8260,1,0,1,2,50,701,5
10983002,2014-09-23 02:04:24,2,3,206,367,41778,,204120,0,1,9,2014-10-15,2014-10-20,2,0,1,8267,1,0,1,2,50,675,4
20472927,2014-06-29 14:00:17,2,3,66,351,51298,1735.5852,377326,1,0,0,2014-09-23,2014-09-29,2,0,1,23693,1,0,1,2,50,1634,28
33633691,2013-08-08 19:39:22,2,3,66,226,42300,8.3679,1030675,0,0,9,2013-08-15,2013-08-18,2,0,1,8216,1,0,1,2,50,350,76
28656943,2014-04-29 06:29:14,2,3,66,174,9890,10.277,765957,1,0,1,2014-05-01,2014-05-02,2,0,1,25331,6,0,1,2,50,366,33
34368098,2013-01-13 08:08:21,11,3,205,135,36086,1035.1268,1061645,0,1,9,2013-05-23,2013-06-02,2,0,1,8250,1,0,3,2,50,628,24
14171709,2014-05-01 08:08:34,2,3,66,351,32529,,281114,1,0,9,2014-05-01,2014-05-02,2,0,1,1691,1,0,2,2,50,598,28
20215777,2014-04-18 11:53:46,2,3,66,311,47633,1758.0594,827625,0,1,2,2014-06-22,2014-06-28,2,0,1,11938,1,0,1,4,8,126,31
31542830,2014-11-01 17:12:59,2,3,66,174,16634,336.8487,1057655,0,0,2,2014-11-30,2014-12-04,2,0,1,12132,1,0,4,2,50,366,84
15073069,2014-10-15 16:21:03,23,1,1,219,42884,6201.8841,452626,0,0,9,2014-10-26,2014-10-27,1,1,1,12175,6,0,1,2,50,366,50
12752325,2014-11-07 06:23:14,2,3,66,337,33108,,669377,0,0,9,2014-11-25,2014-11-27,2,0,1,11569,1,0,3,2,50,623,34
15173715,2013-05-16 08:47:00,34,3,205,354,21728,0.3525,728367,0,0,9,2013-06-08,2013-06-09,2,0,1,8270,1,0,1,2,198,390,21
6069939,2014-08-19 21:23:11,2,3,66,174,15487,7.0175,95549,0,0,4,2014-08-20,2014-08-21,1,0,1,8254,1,0,1,2,50,365,23
3789651,2013-05-07 21:51:58,2,3,66,258,51628,,221481,0,0,1,2013-06-17,2013-06-21,2,1,1,14139,4,0,1,2,50,1230,4
28138898,2014-11-26 08:29:40,2,3,66,174,11000,1251.3366,594714,0,0,2,2015-04-05,2015-04-11,2,2,1,8824,1,0,1,4,8,118,10
20529953,2013-09-28 13:06:44,2,3,66,311,15910,,545381,0,0,2,2013-10-18,2013-10-22,2,0,1,8221,1,0,1,3,99,47,60
13937609,2014-09-06 12:43:26,34,3,205,385,1347,81.5932,810482,0,0,9,2014-10-09,2014-10-10,2,0,1,11360,1,0,1,2,50,724,22
26112159,2013-09-24 18:01:04,2,3,66,448,27736,,868894,0,0,4,2013-12-21,2013-12-24,2,2,1,8268,1,1,1,2,50,682,31
20485483,2014-08-04 20:52:15,2,3,66,321,47535,1689.3270000000002,422177,1,1,9,2014-12-08,2014-12-15,2,0,1,8791,1,0,4,4,8,110,96
26701969,2013-05-18 07:28:01,2,3,66,174,18885,3047.0488,185141,0,0,2,2013-08-07,2013-08-09,2,2,1,22418,6,0,2,4,146,1548,73
26387198,2013-05-18 16:42:25,13,1,69,761,41949,,447796,0,0,9,2013-08-19,2013-08-24,1,0,1,27891,6,0,1,6,105,1498,78
19874740,2013-10-29 20:08:51,2,3,66,442,19744,1431.5759,1085431,0,0,1,2013-11-14,2013-11-17,1,0,1,12233,6,0,1,2,50,675,56
11455375,2014-11-29 23:36:36,2,3,66,174,37037,238.2979,854993,0,0,2,2015-01-26,2015-01-28,1,0,1,8250,1,0,1,2,50,628,24
35357569,2014-05-15 22:16:45,11,3,205,155,14703,340.3643,1017492,0,0,9,2014-07-04,2014-07-05,2,1,1,25949,6,0,1,2,198,370,17
1016375,2013-04-03 16:54:56,2,3,66,293,431,237.3998,941338,0,0,9,2013-04-09,2013-04-10,2,0,1,8265,1,0,3,2,50,647,4
34502030,2014-09-25 12:35:02,2,3,66,220,50449,995.3299,313298,1,1,0,2014-11-05,2014-11-09,1,0,1,8230,1,0,1,2,50,637,37
12161282,2014-11-07 14:44:51,17,1,133,28,25110,,1031094,0,1,1,2015-02-16,2015-02-19,2,0,1,53940,3,0,1,6,77,20,2
35811231,2014-01-09 06:42:00,2,3,218,26,4126,,356769,0,0,9,2014-03-24,2014-03-29,1,0,1,23538,6,0,2,2,50,660,16
24633953,2013-10-27 09:47:49,14,1,214,120,44496,,783308,0,0,9,2014-07-16,2014-07-19,2,2,1,8793,1,0,1,2,50,677,70
3478210,2014-12-27 12:16:38,30,4,195,578,36631,,617655,0,0,0,2015-04-29,2015-04-30,1,0,1,12401,5,0,1,3,104,67,82
24787313,2013-02-20 09:04:55,34,3,205,155,40095,1181.1311,110263,0,0,9,2013-05-03,2013-05-04,2,0,1,1827,3,0,6,2,198,388,43
32423145,2013-06-24 02:29:47,2,3,119,0,27731,,1018283,0,0,9,2013-07-05,2013-07-06,4,0,2,18774,1,0,1,3,99,1239,46
27549241,2014-02-22 14:50:49,2,3,66,442,35390,3834.7221,195533,0,0,3,2014-04-29,2014-05-05,2,0,1,8855,1,0,1,2,50,213,26
32315596,2013-08-04 23:14:33,13,1,46,414,7317,803.0779,707424,0,0,5,2013-08-09,2013-08-11,2,0,1,8238,1,0,1,6,31,155,48
13544374,2013-06-04 07:55:04,34,3,205,135,15725,,787456,0,0,9,2013-08-15,2013-08-18,2,0,1,25928,1,1,1,2,198,379,4
29912319,2014-06-28 20:39:39,2,3,66,462,17112,2683.4172,377760,0,0,2,2014-10-18,2014-10-26,1,0,1,8791,1,0,1,4,8,110,65
10520725,2014-08-15 04:23:52,2,3,66,311,25205,2411.7754,858244,0,0,9,2014-08-18,2014-08-19,4,0,2,23637,6,0,1,6,12,807,38
27891842,2014-06-04 11:22:37,2,3,55,176,48548,,1137827,0,0,1,2014-06-05,2014-06-06,2,0,1,22795,6,0,1,6,77,20,38
19304678,2014-10-01 10:41:06,2,3,66,174,56392,6143.8736,675623,0,0,0,2015-04-09,2015-04-10,2,2,2,8785,1,0,1,6,105,35,77
16743226,2014-09-07 06:44:07,2,3,66,363,31283,,23753,0,0,0,2014-09-09,2014-09-10,1,0,1,21164,5,1,1,2,50,417,50
19735498,2013-11-09 13:10:38,2,3,66,311,44304,3974.5244,651128,0,1,9,2014-09-02,2014-09-04,2,0,1,8785,1,0,7,6,105,35,98
10999727,2014-09-14 12:40:10,37,1,69,826,48105,,303640,0,0,4,2014-10-15,2014-10-26,2,0,1,8268,1,0,1,2,50,682,79
16637054,2014-02-24 20:06:07,2,3,66,442,35390,974.9939,954766,0,0,9,2014-03-20,2014-03-24,6,0,1,44045,3,0,1,2,50,701,35
26948179,2014-01-03 02:00:02,2,3,66,174,30698,341.0512,902226,0,1,1,2014-02-19,2014-02-22,2,0,1,8250,1,0,2,2,50,628,88
11652689,2014-08-05 17:07:40,17,1,133,20,23837,,386878,0,1,9,2014-08-13,2014-08-17,2,0,1,8823,1,0,1,3,0,1447,8
15720341,2014-08-04 13:44:42,2,3,66,448,40970,846.789,994478,0,1,4,2014-10-29,2014-11-01,2,0,1,11373,1,0,2,4,128,1400,52
13277794,2014-08-20 22:29:12,37,1,69,748,16832,,1138768,0,0,3,2014-10-04,2014-10-08,2,0,1,8790,1,0,1,6,199,5,62
17186287,2014-12-01 20:05:02,2,3,66,404,24292,558.1492,1165667,0,0,9,2014-12-02,2014-12-03,1,0,1,8827,1,0,1,2,50,747,50
27452215,2014-11-24 18:24:13,2,3,66,189,34786,3974.7942,1110880,0,0,1,2015-02-18,2015-02-20,2,1,1,20218,6,0,1,6,105,22,35
25240539,2014-05-01 19:52:09,35,2,70,47,14566,,468310,0,0,9,2014-05-06,2014-05-07,2,0,1,59838,4,0,1,3,182,62,36
27281779,2014-04-20 13:29:16,2,3,66,356,5091,2555.1562,653067,0,1,9,2014-04-22,2014-04-27,2,0,1,8858,1,0,1,2,50,215,30
16145697,2014-09-12 16:26:24,11,3,205,155,6802,997.2474,908383,0,0,5,2014-10-17,2014-10-19,1,0,1,8250,1,0,1,2,50,628,45
149114,2013-06-17 06:46:11,2,3,66,174,24294,234.8625,572606,0,0,2,2013-07-31,2013-08-02,4,0,2,12206,6,0,3,2,50,628,1
4805233,2014-07-07 22:58:48,2,3,66,174,40035,1177.8949,417700,0,0,4,2014-08-15,2014-08-17,2,1,1,11629,1,0,1,2,198,370,33
23589026,2014-04-17 18:25:51,2,3,66,311,52284,3452.7526,423177,0,0,9,2014-06-12,2014-06-13,2,0,1,8213,1,0,2,6,68,275,59
21221595,2013-11-24 19:18:41,2,3,66,348,18146,120.0085,302580,0,0,0,2013-11-24,2013-11-25,2,0,1,1891,1,0,1,2,198,380,51
10967389,2013-01-26 08:19:33,2,3,66,293,17552,1415.5258,158391,0,1,9,2013-04-18,2013-04-25,2,0,1,1152,1,0,2,4,47,1502,89
3345199,2013-07-29 19:34:14,2,3,66,348,47997,3842.6369,262929,0,0,0,2013-08-20,2013-08-27,2,0,1,8788,1,0,1,6,77,1880,82
22619081,2014-04-04 22:26:37,2,3,66,294,20865,334.8683,381337,0,0,9,2014-04-14,2014-04-16,2,0,1,12556,5,0,1,2,50,409,39
7497402,2014-12-05 15:46:01,8,4,77,871,15364,363.1819,344102,0,0,5,2014-12-28,2014-12-31,2,0,1,44106,1,0,1,0,63,1429,63
36663346,2014-04-18 14:58:48,11,3,205,135,33830,1176.8373,1171409,0,1,0,2014-07-17,2014-07-20,3,0,1,8250,1,0,1,2,50,628,1
28279621,2013-11-24 09:19:18,34,3,205,155,19334,7023.8737,974963,0,0,9,2014-02-07,2014-02-10,2,0,1,22260,6,0,1,0,34,1396,2
21896918,2014-10-25 12:35:21,2,3,30,11,38079,,172571,0,0,9,2014-10-27,2014-11-06,2,0,1,8222,1,0,1,4,119,2060,36
32504053,2014-04-20 22:20:29,20,2,202,269,25293,,17786,0,0,5,2014-05-21,2014-05-25,2,1,1,8213,1,0,1,6,68,275,76
15980996,2014-12-16 22:01:21,2,3,66,174,16634,229.333,460767,0,0,9,2014-12-26,2014-12-27,2,0,1,11620,1,0,1,2,50,369,97
8294201,2014-09-22 23:42:20,2,3,205,155,9118,1054.5908,259310,0,0,4,2014-09-25,2014-09-26,3,0,1,13222,4,0,1,2,50,365,91
34439392,2014-03-27 15:23:51,2,3,66,174,27633,124.2632,78690,0,0,0,2014-04-12,2014-04-16,2,0,1,43687,4,0,1,2,50,1546,48
27256498,2014-12-07 16:25:18,13,1,46,419,56073,,583011,0,1,9,2014-12-28,2015-01-02,2,0,1,11940,1,0,2,6,70,133,59
33201853,2014-08-20 11:29:42,2,3,66,435,20110,,878374,1,0,0,2014-10-02,2014-10-09,4,0,2,14806,1,0,1,2,50,618,32
3012935,2014-02-04 09:32:05,2,3,66,442,76,11.4354,602909,1,0,1,2014-02-04,2014-02-05,1,0,1,12193,6,0,1,2,50,406,50
14486688,2013-07-13 22:38:11,23,1,1,145,35001,102.0544,1176537,0,0,0,2013-07-28,2013-07-29,2,0,1,52477,6,0,3,6,105,29,78
906121,2013-05-28 06:37:16,2,3,66,462,52482,637.0073,599012,0,0,9,2013-08-13,2013-08-15,2,0,1,8835,1,0,1,2,50,357,92
498460,2013-03-20 20:08:35,2,3,66,174,8978,6552.5541,518074,1,0,0,2013-07-16,2013-07-25,2,2,1,8217,1,0,1,0,34,43,89
1694725,2014-08-14 12:44:35,2,3,66,311,38374,941.7418,558968,0,1,9,2014-09-21,2014-09-24,2,0,1,12364,5,0,1,2,50,647,41
15306532,2014-12-30 06:25:19,2,3,23,48,4924,,1080108,0,0,9,2015-02-14,2015-02-18,2,0,1,12245,6,0,1,6,204,27,86
4094251,2014-10-15 11:50:35,34,3,205,155,14703,58.1802,1002517,0,0,9,2014-10-24,2014-10-26,2,2,1,26428,6,0,1,2,198,402,73
6866592,2013-12-10 10:39:25,2,3,66,348,5147,,1018981,0,0,9,2013-12-17,2013-12-19,1,0,1,24919,6,0,2,2,50,676,11
5704629,2014-11-18 15:05:51,37,1,69,649,9122,,326010,0,1,1,2015-01-30,2015-02-01,2,0,1,8253,1,0,1,6,70,19,21
30398380,2014-10-24 13:32:42,28,1,68,301,43885,,442766,0,0,5,2015-07-26,2015-07-27,2,0,1,12245,6,0,1,6,204,27,37
14887318,2014-06-24 06:35:06,11,3,205,385,20807,2446.0508,1138667,0,1,9,2014-08-21,2014-08-26,2,0,1,12175,6,0,1,2,50,366,32
34476262,2014-02-04 06:31:49,11,3,205,354,51792,,209164,0,1,9,2014-03-20,2014-03-25,2,0,1,8250,1,0,1,2,50,628,1
16024374,2014-10-14 18:12:08,2,3,66,403,36507,264.7149,569509,0,0,0,2014-10-18,2014-10-19,2,2,1,28493,6,0,1,2,50,680,96
1215517,2013-05-27 15:59:54,2,3,66,220,15627,,346455,0,0,1,2013-09-15,2013-09-19,2,0,1,28514,6,0,1,2,50,1457,26
11335686,2013-04-17 17:26:47,2,3,66,351,44304,1844.6713,382783,0,0,4,2013-07-30,2013-08-03,2,0,1,8250,1,0,2,2,50,628,79
32834554,2013-06-02 18:10:42,23,1,1,401,9000,820.6264,982207,0,0,0,2013-11-01,2013-11-04,2,0,1,8739,1,0,6,6,144,4,62
6104766,2014-03-01 10:51:30,27,2,167,51,11261,,212913,0,0,9,2014-04-11,2014-04-14,2,1,1,41773,1,0,1,3,106,156,78
21970677,2013-06-06 06:30:17,2,3,66,220,47307,120.7261,427512,0,0,2,2013-06-07,2013-06-09,1,0,1,28546,6,1,1,2,50,1011,15
8587379,2014-11-11 00:38:25,24,2,3,60,5700,,3746,0,0,4,2015-01-05,2015-01-08,2,0,1,8257,1,0,1,0,63,1108,29
14405192,2014-04-24 23:14:24,2,3,66,174,8053,881.1114,960751,1,0,9,2014-07-17,2014-07-21,4,0,2,8824,1,0,1,4,8,118,66
36638466,2014-04-12 21:41:41,35,2,70,47,14566,,1090853,0,1,9,2014-05-09,2014-05-12,2,0,1,20525,1,0,16,3,104,76,46
24563884,2014-12-15 18:56:50,2,3,66,174,34716,5539.37,540907,0,0,9,2015-01-04,2015-01-06,2,1,1,20025,6,0,2,0,87,58,57
13217989,2014-04-22 10:28:19,8,4,77,871,36643,9187.5453,988789,0,0,2,2014-05-29,2014-05-31,2,1,1,12227,6,0,1,2,50,701,9
14724195,2013-07-29 10:15:30,2,3,66,331,18869,38.7464,677933,1,0,0,2013-08-02,2013-08-04,2,1,1,11321,1,0,1,2,50,642,42
